Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,fppg_floor,fppg_ceiling,max_exposure,min_exposure,max_deviation,min_deviation
QB,Baker Mayfield (40826900),Baker Mayfield,40826900,CPT,16500,TB@NYJ 11/21/2025 02:00PM ET,TB,22.96052451855738,0.0,34.440786777836074,100,0,0,0
QB,Justin Fields (40826901),Justin Fields,40826901,CPT,15900,TB@NYJ 11/21/2025 02:00PM ET,NYJ,23.820338721490423,0.0,35.73050808223563,100,0,0,0
RB,Bucky Irving (40826902),Bucky Irving,40826902,CPT,14400,TB@NYJ 11/21/2025 02:00PM ET,TB,16.140858153581974,0.0,24.21128723037296,100,0,0,0
WR,Mike Evans (40826903),Mike Evans,40826903,CPT,13500,TB@NYJ 11/21/2025 02:00PM ET,TB,13.175578989627292,0.0,19.76336848444094,100,0,0,0
RB,Breece Hall (40826904),Breece Hall,40826904,CPT,12900,TB@NYJ 11/21/2025 02:00PM ET,NYJ,14.976807587696916,0.0,22.465211381545373,100,0,0,0
WR,Chris Godwin Jr. (40826905),Chris Godwin Jr.,40826905,CPT,12000,TB@NYJ 11/21/2025 02:00PM ET,TB,11.882103610576134,0.0,17.8231554158642,100,0,0,0
WR,Allen Lazard (40826906),Allen Lazard,40826906,CPT,11400,TB@NYJ 11/21/2025 02:00PM ET,NYJ,12.503948299366783,0.0,18.755922449050175,100,0,0,0
QB,Baker Mayfield (40826866),Baker Mayfield,40826866,FLEX,11000,TB@NYJ 11/21/2025 02:00PM ET,TB,22.96052451855738,0.0,34.440786777836074,100,0,0,0
WR,Emeka Egbuka (40826907),Emeka Egbuka,40826907,CPT,10800,TB@NYJ 11/21/2025 02:00PM ET,TB,10.93265190336493,0.0,16.398977855047395,100,0,0,0
QB,Justin Fields (40826867),Justin Fields,40826867,FLEX,10600,TB@NYJ 11/21/2025 02:00PM ET,NYJ,23.820338721490423,0.0,35.73050808223563,100,0,0,0
WR,Garrett Wilson (40826908),Garrett Wilson,40826908,CPT,9900,TB@NYJ 11/21/2025 02:00PM ET,NYJ,12.12937534039525,0.0,18.194063010592874,100,0,0,0
RB,Bucky Irving (40826868),Bucky Irving,40826868,FLEX,9600,TB@NYJ 11/21/2025 02:00PM ET,TB,16.140858153581974,0.0,24.21128723037296,100,0,0,0
TE,Cade Otton (40826909),Cade Otton,40826909,CPT,9300,TB@NYJ 11/21/2025 02:00PM ET,TB,9.631261790123864,0.0,14.446892685185794,100,0,0,0
WR,Mike Evans (40826869),Mike Evans,40826869,FLEX,9000,TB@NYJ 11/21/2025 02:00PM ET,TB,13.175578989627292,0.0,19.76336848444094,100,0,0,0
QB,Tyrod Taylor (40826910),Tyrod Taylor,40826910,CPT,9000,TB@NYJ 11/21/2025 02:00PM ET,NYJ,20.66229766801499,0.0,30.993446502022486,100,0,0,0
QB,Teddy Bridgewater (40826911),Teddy Bridgewater,40826911,CPT,9000,TB@NYJ 11/21/2025 02:00PM ET,TB,19.709043369594692,0.0,29.563565054392036,100,0,0,0
RB,Breece Hall (40826870),Breece Hall,40826870,FLEX,8600,TB@NYJ 11/21/2025 02:00PM ET,NYJ,14.976807587696916,0.0,22.465211381545373,100,0,0,0
WR,Chris Godwin Jr. (40826871),Chris Godwin Jr.,40826871,FLEX,8000,TB@NYJ 11/21/2025 02:00PM ET,TB,11.882103610576134,0.0,17.8231554158642,100,0,0,0
WR,Allen Lazard (40826872),Allen Lazard,40826872,FLEX,7600,TB@NYJ 11/21/2025 02:00PM ET,NYJ,12.503948299366783,0.0,18.755922449050175,100,0,0,0
WR,Emeka Egbuka (40826873),Emeka Egbuka,40826873,FLEX,7200,TB@NYJ 11/21/2025 02:00PM ET,TB,10.93265190336493,0.0,16.398977855047395,100,0,0,0
TE,Mason Taylor (40826912),Mason Taylor,40826912,CPT,7200,TB@NYJ 11/21/2025 02:00PM ET,NYJ,9.879109044662822,0.0,14.818663566994234,100,0,0,0
K,Chase McLaughlin (40826913),Chase McLaughlin,40826913,CPT,6900,TB@NYJ 11/21/2025 02:00PM ET,TB,0.0,0.0,0.0,100,0,0,0
WR,Garrett Wilson (40826874),Garrett Wilson,40826874,FLEX,6600,TB@NYJ 11/21/2025 02:00PM ET,NYJ,12.12937534039525,0.0,18.194063010592874,100,0,0,0
K,Nick Folk (40826914),Nick Folk,40826914,CPT,6600,TB@NYJ 11/21/2025 02:00PM ET,NYJ,0.0,0.0,0.0,100,0,0,0
TE,Cade Otton (40826875),Cade Otton,40826875,FLEX,6200,TB@NYJ 11/21/2025 02:00PM ET,TB,9.631261790123864,0.0,14.446892685185794,100,0,0,0
QB,Tyrod Taylor (40826876),Tyrod Taylor,40826876,FLEX,6000,TB@NYJ 11/21/2025 02:00PM ET,NYJ,20.66229766801499,0.0,30.993446502022486,100,0,0,0
QB,Teddy Bridgewater (40826877),Teddy Bridgewater,40826877,FLEX,6000,TB@NYJ 11/21/2025 02:00PM ET,TB,19.709043369594692,0.0,29.563565054392036,100,0,0,0
WR,Josh Reynolds (40826915),Josh Reynolds,40826915,CPT,6000,TB@NYJ 11/21/2025 02:00PM ET,NYJ,11.121028442532184,0.0,16.681542663798275,100,0,0,0
DST,Jets  (40826916),Jets ,40826916,CPT,5700,TB@NYJ 11/21/2025 02:00PM ET,NYJ,2.927341218778579,0.0,4.391011828167868,100,0,0,0
DST,Buccaneers  (40826917),Buccaneers ,40826917,CPT,5400,TB@NYJ 11/21/2025 02:00PM ET,TB,2.919133592557654,0.0,4.3787003888364815,100,0,0,0
TE,Mason Taylor (40826878),Mason Taylor,40826878,FLEX,4800,TB@NYJ 11/21/2025 02:00PM ET,NYJ,9.879109044662822,0.0,14.818663566994234,100,0,0,0
WR,Xavier Gipson (40826918),Xavier Gipson,40826918,CPT,4800,TB@NYJ 11/21/2025 02:00PM ET,NYJ,10.737127588969509,0.0,16.105691383454264,100,0,0,0
K,Chase McLaughlin (40826879),Chase McLaughlin,40826879,FLEX,4600,TB@NYJ 11/21/2025 02:00PM ET,TB,0.0,0.0,0.0,100,0,0,0
K,Nick Folk (40826880),Nick Folk,40826880,FLEX,4400,TB@NYJ 11/21/2025 02:00PM ET,NYJ,0.0,0.0,0.0,100,0,0,0
TE,Payne Durham (40826919),Payne Durham,40826919,CPT,4200,TB@NYJ 11/21/2025 02:00PM ET,TB,7.2739178456566735,0.0,10.91087676848501,100,0,0,0
WR,Josh Reynolds (40826881),Josh Reynolds,40826881,FLEX,4000,TB@NYJ 11/21/2025 02:00PM ET,NYJ,11.121028442532184,0.0,16.681542663798275,100,0,0,0
DST,Jets  (40826882),Jets ,40826882,FLEX,3800,TB@NYJ 11/21/2025 02:00PM ET,NYJ,2.927341218778579,0.0,4.391011828167868,100,0,0,0
DST,Buccaneers  (40826883),Buccaneers ,40826883,FLEX,3600,TB@NYJ 11/21/2025 02:00PM ET,TB,2.919133592557654,0.0,4.3787003888364815,100,0,0,0
RB,Rachaad White (40826920),Rachaad White,40826920,CPT,3600,TB@NYJ 11/21/2025 02:00PM ET,TB,12.894993065819738,0.0,19.342489598729607,100,0,0,0
TE,Jeremy Ruckert (40826921),Jeremy Ruckert,40826921,CPT,3300,TB@NYJ 11/21/2025 02:00PM ET,NYJ,7.446068057100211,0.0,11.169102085650316,100,0,0,0
WR,Xavier Gipson (40826884),Xavier Gipson,40826884,FLEX,3200,TB@NYJ 11/21/2025 02:00PM ET,NYJ,10.737127588969509,0.0,16.105691383454264,100,0,0,0
