Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,fppg_floor,fppg_ceiling,max_exposure,min_exposure,max_deviation,min_deviation
TE,Pat Freiermuth (40707017),Pat Freiermuth,40707017,TE/FLEX,2800,PIT@JAX 11/12/2025 08:00PM ET,PIT,7.852957308525525,0.0,11.779435962788288,100,0,0,0
DST,Rams  (40707050),Rams ,40707050,DST,2800,ARI@LAR 11/12/2025 06:00PM ET,LAR,2.996822016477852,0.0,4.495233024716778,100,0,0,0
TE,Brenton Strange (40707019),Brenton Strange,40707019,TE/FLEX,2600,PIT@JAX 11/12/2025 08:00PM ET,JAX,7.461102232094824,0.0,11.191653348142236,100,0,0,0
TE,Noah Fant (40707023),Noah Fant,40707023,TE/FLEX,2500,CIN@GB 11/12/2025 10:00PM ET,CIN,7.607076024993866,0.0,11.410614037490799,100,0,0,0
TE,Luke Musgrave (40707025),Luke Musgrave,40707025,TE/FLEX,2500,CIN@GB 11/12/2025 10:00PM ET,GB,7.306039898865631,0.0,10.959059848298446,100,0,0,0
TE,John FitzPatrick (40707031),John FitzPatrick,40707031,TE/FLEX,2500,CIN@GB 11/12/2025 10:00PM ET,GB,7.2051617953060685,0.0,10.807742692959103,100,0,0,0
TE,Drew Sample (40707037),Drew Sample,40707037,TE/FLEX,2500,CIN@GB 11/12/2025 10:00PM ET,CIN,7.651910737687008,0.0,11.477866106530513,100,0,0,0
TE,Jonnu Smith (40707021),Jonnu Smith,40707021,TE/FLEX,2500,PIT@JAX 11/12/2025 08:00PM ET,PIT,6.672902594081448,0.0,10.00935389112217,100,0,0,0
TE,Johnny Mundt (40707027),Johnny Mundt,40707027,TE/FLEX,2500,PIT@JAX 11/12/2025 08:00PM ET,JAX,6.037417030428378,0.0,9.056125545642566,100,0,0,0
TE,Darnell Washington (40707035),Darnell Washington,40707035,TE/FLEX,2500,PIT@JAX 11/12/2025 08:00PM ET,PIT,6.829098845019674,0.0,10.243648267529512,100,0,0,0
TE,Hunter Long (40707043),Hunter Long,40707043,TE/FLEX,2500,PIT@JAX 11/12/2025 08:00PM ET,JAX,5.981373639561953,0.0,8.97206045934293,100,0,0,0
TE,Tip Reiman (40707029),Tip Reiman,40707029,TE/FLEX,2500,ARI@LAR 11/12/2025 06:00PM ET,ARI,6.746740440889614,0.0,10.12011066133442,100,0,0,0
TE,Terrance Ferguson (40707033),Terrance Ferguson,40707033,TE/FLEX,2500,ARI@LAR 11/12/2025 06:00PM ET,LAR,5.99850068237453,0.0,8.997751023561795,100,0,0,0
TE,Davis Allen (40707039),Davis Allen,40707039,TE/FLEX,2500,ARI@LAR 11/12/2025 06:00PM ET,LAR,5.835974848861902,0.0,8.753962273292853,100,0,0,0
TE,Elijah Higgins (40707041),Elijah Higgins,40707041,TE/FLEX,2500,ARI@LAR 11/12/2025 06:00PM ET,ARI,6.409328491420371,0.0,9.613992737130557,100,0,0,0
