Player,TeamAbbrev,Position,Salary,Opponent,IsHome,PredFPTS,BaseValue,StackBonus,Scarcity,OwnershipLeverage,StackRate,QBStackRate,BringBackRate,RBDSTRate,LowVarBonus,MaddenEdge
Tua Tagovailoa,MIA,QB,5600,LV,0.0,21.11081662750325,3.7697886834827234,2.942033898305085,1.004287879647567,1.0,0.9915254237288136,0.9491525423728814,0.6610169491525424,0.4322033898305085,0.0,22.27680461900698
Justin Herbert,LAC,QB,6800,ATL,0.0,21.74701376276513,3.198090259230166,2.6706896551724135,1.004287879647567,1.0,1.0,0.9827586206896551,0.7241379310344828,0.43103448275862066,0.0,17.155459617339748
Tyler Conklin,LAC,TE,4800,ATL,0.0,10.799247645118344,2.249843259399655,2.5881012658227847,0.9478395022376356,1.0,0.8607594936708861,0.8860759493670886,0.620253164556962,0.46835443037974683,0.1,11.038201767740986
Tyreek Hill,MIA,WR,7100,LV,0.0,13.527183276596915,1.9052370812108332,2.796360946745562,1.004287879647567,1.0,0.9171597633136095,0.8224852071005917,0.5355029585798816,0.4556213017751479,0.0,10.701150471321073
Brock Bowers,LV,TE,4500,MIA,1.0,11.987148984943387,2.6638108855429747,3.026286919831224,0.9478395022376356,0.28737997256515774,0.9493670886075949,0.8734177215189873,0.5654008438818565,0.3881856540084388,0.0,9.836827217517486
Jaylen Waddle,MIA,WR,4700,LV,0.0,8.593167444199622,1.828333498765877,2.731720430107527,1.004287879647567,0.7674199623352166,0.8673835125448028,0.8494623655913979,0.4982078853046595,0.5053763440860215,0.0,8.865222590294014
Alec Pierce,IND,WR,4500,DAL,1.0,10.770192326951854,2.3933760726559674,2.1843214285714287,1.004287879647567,0.4896825396825397,0.6458333333333334,0.8428571428571429,0.4714285714285714,0.32857142857142857,0.0,7.821308928593239
Ladd McConkey,LAC,WR,8300,ATL,0.0,12.98234273687914,1.564137679142065,2.471166666666667,1.004287879647567,1.0,0.8666666666666667,0.8666666666666667,0.6416666666666667,0.38333333333333336,0.0,7.763637199380788
Darren Waller,MIA,TE,3100,LV,0.0,8.4834870922235,2.7366087394269356,2.9720454545454547,0.9478395022376356,-0.1590501792114695,0.9136363636363637,0.9,0.6363636363636364,0.41818181818181815,0.0,6.482955545497989
Omarion Hampton,LAC,RB,8100,ATL,0.0,15.909468668040379,1.9641319343259724,2.483128834355828,1.0095413471958543,0.27948193592365383,0.8282208588957055,0.8220858895705522,0.588957055214724,0.37423312883435583,0.1,6.29982055862283
Quentin Johnston,LAC,WR,3900,ATL,0.0,10.366414439500987,2.6580549844874324,2.226470588235294,1.004287879647567,0.022331154684095838,0.9117647058823529,0.7647058823529411,0.4411764705882353,0.3431372549019608,0.0,6.07618152853897
Kyle Pitts Sr.,ATL,TE,4700,LAC,1.0,10.164658599280088,2.162693318995763,2.2416091954022987,0.9478395022376356,0.19859514687100896,0.867816091954023,0.8850574712643678,0.3850574712643678,0.42528735632183906,0.0,5.507597034700514
Javonte Williams,DAL,RB,4400,IND,0.0,12.850424491377098,2.920551020767522,1.427675489304012,1.0095413471958543,0.18189231595028713,0.9492600422832981,0.07658373036880184,0.04923239809422975,0.03723310393506264,0.05,4.975037068455287
George Pickens,DAL,WR,5200,IND,0.0,10.124365793046293,1.9469934217396718,1.3837297311165846,1.004287879647567,0.6047393212027359,0.8880208333333334,0.09304871373836891,0.0665024630541872,0.03886152162014231,0.0,4.341886557983366
Drake London,ATL,WR,6000,LAC,1.0,12.532771531792807,2.0887952552988014,2.221782945736434,1.004287879647567,-0.1916451335055986,0.7364341085271318,0.8837209302325582,0.43410852713178294,0.37209302325581395,0.0,3.767539200511967
De'Von Achane,MIA,RB,7100,LV,0.0,14.05092868262043,1.9790040398056943,2.654990138067061,1.0095413471958543,-0.3048148148148147,0.854043392504931,0.8264299802761341,0.42011834319526625,0.4260355029585799,0.0,3.687518537554019
Scott Matlock,LAC,RB,3000,ATL,0.0,10.84362488025352,3.614541626751173,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.6490292233658743
Najee Harris,LAC,RB,3000,ATL,0.0,10.626272749988907,3.542090916662969,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.5758872358981324
Will Mallory,IND,RB,3000,DAL,1.0,10.557586101903231,3.5191953673010774,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.552773232150539
Jaylen Wright,MIA,RB,3000,LV,0.0,10.46623343510801,3.488744478369337,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.5220318007150784
Raheem Mostert,LV,RB,3000,MIA,1.0,10.460358626689427,3.4867862088964756,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.5200548467132733
Hassan Haskins,LAC,RB,3000,ATL,0.0,10.44430352465109,3.48143450821703,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.514652083599557
Zamir White,LV,RB,3000,MIA,1.0,10.42497572176263,3.4749919072542097,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.508148011544106
Tyler Allgeier,ATL,RB,3000,LAC,1.0,10.41541784703216,3.47180594901072,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.504931654966864
Alec Ingold,MIA,RB,3000,LV,0.0,10.380303523142931,3.460101174380977,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.4931152010185293
DJ Giddens,IND,RB,3000,DAL,1.0,10.320015168823305,3.440005056274435,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.472827338871844
Tyler Goodson,IND,RB,3000,DAL,1.0,10.320015168823305,3.440005056274435,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.472827338871844
Ollie Gordon II,MIA,RB,3000,LV,0.0,10.246353954491484,3.415451318163828,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.4480393250209675
Jashaun Corbin,ATL,RB,3000,LAC,1.0,10.228393920990515,3.4094646403301714,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.44199552621555
Anthony Richardson Sr.,IND,QB,5000,DAL,1.0,17.122494912546316,3.424498982509263,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.4391828219994784
Kirk Cousins,ATL,QB,5000,LAC,1.0,17.06924573462069,3.4138491469241377,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.4284873212010973
Miles Sanders,DAL,RB,3000,IND,0.0,9.993015055096578,3.3310050183655258,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.362787293756884
