Player,TeamAbbrev,Position,Salary,Opponent,IsHome,PredFPTS,BaseValue,StackBonus,Scarcity,OwnershipLeverage,StackRate,QBStackRate,BringBackRate,RBDSTRate,LowVarBonus,MaddenEdge
Joe Burrow,CIN,QB,7500,BAL,0.0,22.23539556929656,2.9647194092395415,3.4175,1.004287879647567,1.0,1.0,0.9375,0.6458333333333334,0.5,0.0,20.350746142859062
DeAndre Hopkins,BAL,WR,3500,CIN,1.0,10.29486414947423,2.9413897569926375,2.2842105263157895,1.004287879647567,1.0,0.7819548872180451,0.9172932330827067,0.45112781954887216,0.42105263157894735,0.0,13.495125302147036
J.K. Dobbins,DEN,RB,6400,NE,1.0,14.814001008483501,2.314687657575547,3.3910852713178294,1.0095413471958543,0.6167097329888028,1.0,0.8914728682170543,0.5736434108527132,0.689922480620155,0.1,12.811125042795025
Mike Gesicki,CIN,TE,3300,BAL,0.0,9.513906026791343,2.883001826300407,3.3842105263157896,0.9478395022376356,0.37207602339181284,1.0,0.9078947368421053,0.5526315789473685,0.5789473684210527,0.1,12.68864564809341
Courtland Sutton,DEN,WR,6100,NE,1.0,11.054926312399227,1.8122830020326601,3.4657407407407406,1.004287879647567,0.9310699588477367,1.0,1.0,0.5925925925925926,0.6111111111111112,0.0,12.180870268698767
Rashee Rice,KC,WR,6700,NYJ,0.0,9.69592931999065,1.4471536298493508,2.7104448742746614,1.004287879647567,1.0,0.9671179883945842,0.8085106382978723,0.3481624758220503,0.4274661508704062,0.0,7.878498093344439
Bengals,CIN,DST,2900,BAL,0.0,2.9920399683562904,1.0317379201228587,3.559333333333334,1.004287879647567,1.0,1.0,0.8666666666666667,0.6666666666666666,0.6,0.0,7.376091094459295
Chase Brown,CIN,RB,6800,BAL,0.0,15.849558538959908,2.3308174321999866,3.282053571428572,1.0095413471958543,-0.0689484126984126,1.0,0.9017857142857143,0.5357142857142857,0.36607142857142855,0.1,7.190378939841748
Breece Hall,NYJ,RB,7000,KC,1.0,15.421973632109406,2.203139090301344,1.7713306451612905,1.0095413471958543,0.2614247311827957,0.6491935483870968,0.5725806451612904,0.15725806451612903,0.24193548387096775,0.05,4.969663745037206
Jets,NYJ,DST,3000,KC,1.0,3.2622084463309653,1.087402815443655,2.2204761904761905,1.004287879647567,1.0,0.7936507936507936,0.8095238095238095,0.42857142857142855,0.42857142857142855,0.0,4.84981073958081
Lamar Jackson,BAL,QB,6400,CIN,1.0,20.843324010716174,3.256769376674402,1.974965034965035,1.004287879647567,-0.27078477078477076,0.8426573426573427,0.6573426573426573,0.24825174825174826,0.4020979020979021,0.0,4.710427983909953
Mason Taylor,NYJ,TE,2600,KC,1.0,7.67009829386539,2.9500378053328427,1.8814305992937128,0.9478395022376356,-0.10873694207027533,0.7264957264957265,0.717948717948718,0.1623931623931624,0.19658119658119658,0.07869555655867005,4.688743713093476
Zay Flowers,BAL,WR,4900,CIN,1.0,10.396064661952835,2.1216458493781296,2.0628251121076233,1.004287879647567,-0.06477329347284505,0.695067264573991,0.9282511210762332,0.27802690582959644,0.3452914798206278,0.0,4.110649269412004
Michael Burton,DEN,RB,3000,NE,1.0,11.249817359341248,3.749939119780416,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.7857185908855575
Jaleel McLaughlin,DEN,RB,3000,NE,1.0,11.12092249139363,3.706974163797877,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.742343691340734
Samaje Perine,CIN,RB,3000,BAL,0.0,10.754813694862404,3.584937898287468,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.619143035450605
Tahj Brooks,CIN,RB,3000,BAL,0.0,10.754813694862404,3.584937898287468,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.619143035450605
Tanner Hudson,CIN,RB,3000,BAL,0.0,10.737122242399005,3.579040747466335,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.613189617866021
Patrick Ricard,BAL,RB,3000,CIN,1.0,10.596748285895947,3.532249428631982,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.5659518468129177
Jarrett Stidham,DEN,QB,5000,NE,1.0,17.47268876920981,3.4945377538419624,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.5095219111543154
Stefon Diggs,NE,WR,6400,DEN,0.0,8.381650935930166,1.3096329587390885,1.33125,1.004287879647567,1.0,0.0,0.5,0.0,0.25,0.0,3.501849150549527
Elijah Mitchell,KC,RB,3000,NYJ,0.0,10.389272833393507,3.4630909444645024,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.4961334975364573
Tyrod Taylor,NYJ,QB,5000,KC,1.0,17.1644011224224,3.4328802244844803,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.4476000017315824
Rhamondre Stevenson,NE,RB,3200,DEN,0.0,10.89040199729908,3.4032506241559624,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.4357222199555424
Andrew Beck,NYJ,RB,3000,KC,1.0,10.184720039689322,3.3949066798964407,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.427298663226858
Braelon Allen,NYJ,RB,3000,KC,1.0,10.159446536170181,3.386482178723394,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.418793780963167
Keaton Mitchell,BAL,RB,3000,CIN,1.0,10.134243171495664,3.3780810571652213,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.410312501387373
Isaiah Davis,NYJ,RB,3000,KC,1.0,10.103844828428072,3.3679482761426907,1.0,1.0095413471958543,0.0,0.0,0.0,0.0,0.0,0.0,3.400083039983047
Cooper Rush,BAL,QB,5000,CIN,1.0,16.344649330129347,3.268929866025869,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.2829466438677253
Joshua Dobbs,NE,QB,5000,DEN,0.0,16.163994313145555,3.2327988626291106,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.2466607150768554
Garrett Wilson,NYJ,WR,5300,KC,1.0,11.733503649673644,2.2138686131459706,1.9015107913669065,1.004287879647567,-0.24980015987210233,0.6618705035971223,0.7482014388489209,0.2158273381294964,0.302158273381295,0.0,3.1716541664934965
Gardner Minshew II,KC,QB,5000,NYJ,0.0,15.293439090647453,3.0586878181294908,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.0718031033731092
Jake Browning,CIN,QB,5000,BAL,0.0,15.167725283683911,3.033545056736782,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,3.046552532845541
Isiah Pacheco,KC,RB,6100,NYJ,0.0,15.355901598580154,2.5173609178000254,2.7301070663811564,1.0095413471958543,-0.57437641723356,0.9635974304068522,0.7965738758029979,0.35974304068522484,0.4603854389721627,0.0,2.953078273904535
LaJohntay Wester,BAL,WR,3000,CIN,1.0,7.449421908195836,2.4831406360652784,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.493788044260709
Devontez Walker,BAL,WR,3000,CIN,1.0,7.198901268426498,2.3996337561421663,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.409923096886743
Tylan Wallace,BAL,WR,3000,CIN,1.0,7.198901268426498,2.3996337561421663,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.409923096886743
Tyler Johnson,NYJ,WR,3000,KC,1.0,7.025618089645759,2.3418726965485863,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.35191436482131
Arian Smith,NYJ,WR,3000,KC,1.0,7.025618089645759,2.3418726965485863,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.35191436482131
Mack Hollins,NE,WR,3000,DEN,0.0,6.703283601752906,2.2344278672509685,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.2440088250269103
Efton Chism III,NE,WR,3000,DEN,0.0,6.703283601752906,2.2344278672509685,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.2440088250269103
Kyle Williams,NE,WR,3000,DEN,0.0,6.703283601752906,2.2344278672509685,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.2440088250269103
Trent Sherfield Sr.,DEN,WR,3000,NE,1.0,6.594321198252432,2.198107066084144,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.2075322846359793
Jeremy Ruckert,NYJ,TE,2500,KC,1.0,5.527945389355768,2.2111781557423074,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,2.0958420024975215
Austin Hooper,NE,TE,2500,DEN,0.0,5.430609692391327,2.172243876956531,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,2.05893855507323
Pat Bryant,DEN,WR,3000,NE,1.0,6.149647062661858,2.0498823542206193,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.0586720030471883
A.T. Perry,DEN,WR,3000,NE,1.0,6.149647062661858,2.0498823542206193,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.0586720030471883
JuJu Smith-Schuster,KC,WR,3000,NYJ,0.0,6.013281563232939,2.0044271877443127,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,2.0130219302876715
Adam Trautman,DEN,TE,2500,NE,1.0,5.296287531302575,2.11851501252103,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,2.008012214950891
Stone Smartt,NYJ,TE,2500,KC,1.0,5.249022784400845,2.099609113760338,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.9900924572802021
Tyquan Thornton,KC,WR,3000,NYJ,0.0,5.944388387296371,1.9814627957654567,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,1.9899590697598304
Jalen Royals,KC,WR,3000,NYJ,0.0,5.944388387296371,1.9814627957654567,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,1.9899590697598304
Charlie Kolar,BAL,TE,2500,CIN,1.0,5.165534048558703,2.0662136194234813,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.9584388885509758
Jermaine Burton,CIN,WR,3000,BAL,0.0,5.7205231032413355,1.9068410344137785,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,1.9150173392763867
Lucas Krull,DEN,TE,2500,NE,1.0,4.999369919576365,1.9997479678305459,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.8954401184292278
Allen Lazard,NYJ,WR,3900,KC,1.0,10.480669559156057,2.6873511690143737,1.7910989010989011,1.004287879647567,-0.6180301180301181,0.5567765567765568,0.663003663003663,0.21245421245421245,0.23443223443223443,0.0,1.846423550471871
Charlie Jones,CIN,WR,3000,BAL,0.0,5.501317543443166,1.8337725144810555,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,1.8416355103241664
Mitch Tinsley,CIN,WR,3000,BAL,0.0,5.4292928595094825,1.8097642865031607,1.0,1.004287879647567,0.0,0.0,0.0,0.0,0.0,0.0,1.817524337954151
Derrick Henry,BAL,RB,7100,CIN,1.0,14.75969973655262,2.078830948810228,2.0846180555555556,1.0095413471958543,-0.6379243827160495,0.6840277777777778,0.8090277777777778,0.2638888888888889,0.6041666666666666,0.0,1.5840506329579838
Drew Sample,CIN,TE,2500,BAL,0.0,4.1270991034598605,1.6508396413839443,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.5647310239635146
Noah Fant,CIN,TE,2500,BAL,0.0,4.043122405193861,1.6172489620775443,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.5328924512099125
Ravens,BAL,DST,3300,CIN,1.0,3.4457929146247332,1.044179671098404,2.054899777282851,1.004287879647567,-0.30326651818856715,0.6302895322939867,0.8173719376391982,0.35412026726057905,0.289532293986637,0.0,1.5013805364755521
Jared Wiley,KC,TE,2500,NYJ,0.0,3.8710674439516843,1.5484269775806736,1.0,0.9478395022376356,0.0,0.0,0.0,0.0,0.0,0.0,1.4676602556813922
RJ Harvey,DEN,RB,3400,NE,1.0,13.104482458112996,3.8542595465038225,3.496,1.0095413471958543,-0.9,1.0,1.0,0.8,0.4,0.1,1.3603056175069748
Kareem Hunt,KC,RB,3100,NYJ,0.0,11.323596471181272,3.652773055219765,3.2521428571428572,1.0095413471958543,-0.9,1.0,0.9285714285714286,0.2857142857142857,1.0,0.0,1.199268470578901
Troy Franklin,DEN,WR,3300,NE,1.0,9.603871350577533,2.9102640456295554,3.657142857142857,1.004287879647567,-0.9,1.0,1.0,0.8571428571428571,0.5714285714285714,0.0,1.0688888347793757
Bo Nix,DEN,QB,5700,NE,1.0,19.91618240914669,3.4940670893239805,2.995365853658537,1.004287879647567,-0.9,1.0,0.7804878048780488,0.2682926829268293,0.5609756097560976,0.0,1.0510886237806385
Andrei Iosivas,CIN,WR,3600,BAL,0.0,11.111406425179348,3.0865017847720413,3.255918367346939,1.004287879647567,-0.9,1.0,0.8979591836734694,0.5510204081632653,0.4489795918367347,0.0,1.0092488460407811
Marvin Mims Jr.,DEN,WR,3700,NE,1.0,9.954275212264092,2.690344651963268,3.1417647058823532,1.004287879647567,-0.9,1.0,0.8235294117647058,0.47058823529411764,0.4117647058823529,0.0,0.8488672876227595
Patrick Mahomes,KC,QB,7400,NYJ,0.0,22.174868795383574,2.996603891268051,2.805857142857143,1.004287879647567,-0.9,1.0,0.9738095238095238,0.4,0.4023809523809524,0.0,0.8444095106650714
Justice Hill,BAL,RB,3300,CIN,1.0,11.819806827943413,3.5817596448313376,2.2074999999999996,1.0095413471958543,-0.9,0.75,0.875,0.25,0.625,0.05,0.7982175314213308
Rashod Bateman,BAL,WR,3200,CIN,1.0,9.532546052452728,2.9789206413914777,2.5164705882352942,1.004287879647567,-0.9,0.8823529411764706,1.0,0.5882352941176471,0.47058823529411764,0.0,0.7528509694717236
Tee Higgins,CIN,WR,5600,BAL,0.0,10.451442992809255,1.8663291058587956,3.2616901408450705,1.004287879647567,-0.9,1.0,0.8732394366197183,0.5633802816901409,0.5352112676056338,0.0,0.6113489228022886
Xavier Worthy,KC,WR,4800,NYJ,0.0,11.037867767492546,2.2995557848942805,2.626306306306306,1.004287879647567,-0.9,0.9519519519519519,0.8288288288288288,0.32432432432432434,0.44144144144144143,0.0,0.606523381346383
Evan Engram,DEN,TE,4300,NE,1.0,7.962068980266924,1.8516439488992846,3.34625,0.9478395022376356,-0.9,1.0,0.9583333333333334,0.4166666666666667,0.5416666666666666,0.1,0.5872873804338519
Justin Fields,NYJ,QB,6600,KC,1.0,20.529223597499076,3.110488423863496,1.8717021276595744,1.004287879647567,-0.9,0.9716312056737588,0.8865248226950354,0.0851063829787234,0.2127659574468085,0.0,0.5846871440975725
Hollywood Brown,KC,WR,5000,NYJ,0.0,10.366860424944724,2.0733720849889448,2.783167330677291,1.004287879647567,-0.9,0.9721115537848606,0.8625498007968128,0.398406374501992,0.4262948207171315,0.0,0.5795284838523872
Josh Reynolds,NYJ,WR,3100,KC,1.0,9.90294298013665,3.1944977355279516,1.7441666666666666,1.004287879647567,-0.9,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5595627402448671
Isaiah Likely,BAL,TE,2500,CIN,1.0,5.43917773378112,2.175671093512448,2.678785419127336,0.9478395022376356,-0.9,1.0,1.0,0.6,0.6,0.056785419127336194,0.5524156484010785
Ja'Marr Chase,CIN,WR,8500,BAL,0.0,13.505726207872687,1.5889089656320807,3.3146956521739135,1.004287879647567,-0.9,1.0,0.9043478260869565,0.6260869565217392,0.4608695652173913,0.0,0.5289332828671339
Antonio Gibson,NE,RB,3500,DEN,0.0,12.439286231522416,3.554081780434976,1.445,1.0095413471958543,-0.9,0.0,0.5,0.0,0.5,0.0,0.5184649175020297
Travis Kelce,KC,TE,5800,NYJ,0.0,10.777774988901315,1.858237067051951,2.9262587412587413,0.9478395022376356,-0.9,0.951048951048951,0.8636363636363636,0.43356643356643354,0.4230769230769231,0.1,0.5154050236963198
Drake Maye,NE,QB,6300,DEN,0.0,25.406956690255246,4.032850268294483,1.0,1.004287879647567,-0.9,0.0,0.0,0.0,0.0,0.0,0.4050142644881587
Mark Andrews,BAL,TE,4500,CIN,1.0,8.481674057601484,1.8848164572447743,2.161049723756906,0.9478395022376356,-0.9,0.8176795580110497,0.9171270718232044,0.35359116022099446,0.30939226519337015,0.0,0.38607228792694753
Noah Gray,KC,TE,2500,NYJ,0.0,3.46998217520051,1.387992870080204,2.8942857142857146,0.9478395022376356,-0.9,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.1,0.38077062834580805
Kayshon Boutte,NE,WR,3400,DEN,0.0,9.301640681633504,2.7357766710686775,1.3366666666666667,1.004287879647567,-0.9,0.0,0.6666666666666666,0.0,0.0,0.0,0.3672501494076377
Broncos,DEN,DST,3400,NE,1.0,3.8334776522072813,1.1274934271197885,3.2145132743362836,1.004287879647567,-0.9,1.0,0.9203539823008849,0.504424778761062,0.6017699115044248,0.0,0.3639883333023236
Chiefs,KC,DST,3100,NYJ,0.0,3.36021981181435,1.0839418747788225,3.1789795918367347,1.004287879647567,-0.9,1.0,0.9438775510204082,0.5714285714285714,0.49489795918367346,0.0,0.346060439912026
Xavier Gipson,NYJ,WR,3000,KC,1.0,9.46129640268075,3.15376546756025,1.07,1.004287879647567,-0.9,0.0,0.0,0.0,0.0,0.0,0.33889986247243264
TreVeyon Henderson,NE,RB,4900,DEN,0.0,14.122396360238287,2.882121706171079,1.1566666666666667,1.0095413471958543,-0.9,0.0,0.3333333333333333,0.0,0.0,0.0,0.33654616580684554
DeMario Douglas,NE,WR,4500,DEN,0.0,10.874078960806864,2.416461991290414,1.3785714285714286,1.004287879647567,-0.9,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.3345549524785882
Hunter Henry,NE,TE,4400,DEN,0.0,9.662342969825227,2.1959870385966425,1.3960000000000001,0.9478395022376356,-0.9,0.0,0.6,0.0,0.0,0.1,0.2905694793170902
Patriots,NE,DST,3200,DEN,0.0,3.1532510660281163,0.9853909581337863,1.2525,1.004287879647567,-0.9,0.0,0.5,0.0,0.0,0.0,0.12394942854500006
