Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Chris Rodriguez Jr. (40703774),Chris Rodriguez Jr.,40703774,RB/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,WAS,0
WR,Hunter Renfrow (40703816),Hunter Renfrow,40703816,WR/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,CAR,0
WR,Jaylin Lane (40703820),Jaylin Lane,40703820,WR/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,WAS,2.03
WR,David Moore (40703832),David Moore,40703832,WR/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,CAR,0
WR,Luke McCaffrey (40703834),Luke McCaffrey,40703834,WR/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,WAS,0
WR,Jimmy Horn Jr. (40703842),Jimmy Horn Jr.,40703842,WR/FLEX,3000,WAS@CAR 11/11/2025 08:00PM ET,CAR,0
RB,Tyler Allgeier (40703760),Tyler Allgeier,40703760,RB/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,ATL,0.74
RB,Jaylen Wright (40703762),Jaylen Wright,40703762,RB/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0.82
RB,Ollie Gordon II (40703772),Ollie Gordon II,40703772,RB/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0
RB,Jashaun Corbin (40703776),Jashaun Corbin,40703776,RB/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,ATL,0
RB,Alec Ingold (40703778),Alec Ingold,40703778,RB/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0.42
WR,KhaDarel Hodge (40703822),KhaDarel Hodge,40703822,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,ATL,0
WR,Malik Washington (40703824),Malik Washington,40703824,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0.76
WR,Jamal Agnew (40703828),Jamal Agnew,40703828,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,ATL,0
WR,Dee Eskridge (40703836),Dee Eskridge,40703836,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0.86
WR,Tahj Washington (40703840),Tahj Washington,40703840,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,MIA,0
WR,Casey Washington (40703844),Casey Washington,40703844,WR/FLEX,3000,MIA@ATL 11/11/2025 06:00PM ET,ATL,0
DST,Dolphins  (40703885),Dolphins ,40703885,DST,2900,MIA@ATL 11/11/2025 06:00PM ET,MIA,2.77
DST,Raiders  (40703886),Raiders ,40703886,DST,2800,SF@LV 11/11/2025 10:00PM ET,LV,3.4
DST,Falcons  (40703887),Falcons ,40703887,DST,2700,MIA@ATL 11/11/2025 06:00PM ET,ATL,1.58
TE,Michael Mayer (40703862),Michael Mayer,40703862,TE/FLEX,2500,SF@LV 11/11/2025 10:00PM ET,LV,2.14
TE,Luke Farrell (40703866),Luke Farrell,40703866,TE/FLEX,2500,SF@LV 11/11/2025 10:00PM ET,SF,0.99
TE,Ian Thomas (40703872),Ian Thomas,40703872,TE/FLEX,2500,SF@LV 11/11/2025 10:00PM ET,LV,0
TE,Jake Tonges (40703878),Jake Tonges,40703878,TE/FLEX,2500,SF@LV 11/11/2025 10:00PM ET,SF,0.62
TE,Tommy Tremble (40703858),Tommy Tremble,40703858,TE/FLEX,2500,WAS@CAR 11/11/2025 08:00PM ET,CAR,2.7
TE,John Bates (40703860),John Bates,40703860,TE/FLEX,2500,WAS@CAR 11/11/2025 08:00PM ET,WAS,0.31
TE,Ben Sinnott (40703870),Ben Sinnott,40703870,TE/FLEX,2500,WAS@CAR 11/11/2025 08:00PM ET,WAS,0.12
TE,James Mitchell (40703874),James Mitchell,40703874,TE/FLEX,2500,WAS@CAR 11/11/2025 08:00PM ET,CAR,0
TE,Charlie Woerner (40703864),Charlie Woerner,40703864,TE/FLEX,2500,MIA@ATL 11/11/2025 06:00PM ET,ATL,0.19
TE,Julian Hill (40703868),Julian Hill,40703868,TE/FLEX,2500,MIA@ATL 11/11/2025 06:00PM ET,MIA,0.94
TE,Teagan Quitoriano (40703876),Teagan Quitoriano,40703876,TE/FLEX,2500,MIA@ATL 11/11/2025 06:00PM ET,ATL,0.16
TE,Tanner Conner (40703880),Tanner Conner,40703880,TE/FLEX,2500,MIA@ATL 11/11/2025 06:00PM ET,MIA,0
