Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Bijan Robinson (40785676),Bijan Robinson,40785676,RB/FLEX,8700,MIN@ATL 11/19/2025 12:00PM ET,ATL,18.13
RB,Christian McCaffrey (40785678),Christian McCaffrey,40785678,RB/FLEX,8500,LV@SF 11/19/2025 02:00PM ET,SF,17.69
RB,James Cook III (40785680),James Cook III,40785680,RB/FLEX,7300,BUF@HOU 11/19/2025 04:00PM ET,BUF,17.49
QB,Josh Allen (40785664),Josh Allen,40785664,QB,7200,BUF@HOU 11/19/2025 04:00PM ET,BUF,26.07
WR,Justin Jefferson (40785720),Justin Jefferson,40785720,WR/FLEX,7200,MIN@ATL 11/19/2025 12:00PM ET,MIN,14.02
RB,Ashton Jeanty (40785682),Ashton Jeanty,40785682,RB/FLEX,6900,LV@SF 11/19/2025 02:00PM ET,LV,14.36
WR,Khalil Shakir (40785722),Khalil Shakir,40785722,WR/FLEX,6800,BUF@HOU 11/19/2025 04:00PM ET,BUF,16.14
WR,Brandon Aiyuk (40785724),Brandon Aiyuk,40785724,WR/FLEX,6700,LV@SF 11/19/2025 02:00PM ET,SF,12.36
RB,Joe Mixon (40785684),Joe Mixon,40785684,RB/FLEX,6600,BUF@HOU 11/19/2025 04:00PM ET,HOU,14.21
WR,Nico Collins (40785726),Nico Collins,40785726,WR/FLEX,6600,BUF@HOU 11/19/2025 04:00PM ET,HOU,19.21
QB,Michael Penix Jr. (40785665),Michael Penix Jr.,40785665,QB,6300,MIN@ATL 11/19/2025 12:00PM ET,ATL,20.67
WR,Drake London (40785728),Drake London,40785728,WR/FLEX,6300,MIN@ATL 11/19/2025 12:00PM ET,ATL,9.82
QB,Geno Smith (40785666),Geno Smith,40785666,QB,5900,LV@SF 11/19/2025 02:00PM ET,LV,22.60
QB,Brock Purdy (40785667),Brock Purdy,40785667,QB,5800,LV@SF 11/19/2025 02:00PM ET,SF,18.96
RB,Aaron Jones Sr. (40785686),Aaron Jones Sr.,40785686,RB/FLEX,5800,MIN@ATL 11/19/2025 12:00PM ET,MIN,12.88
QB,J.J. McCarthy (40785668),J.J. McCarthy,40785668,QB,5400,MIN@ATL 11/19/2025 12:00PM ET,MIN,18.68
WR,Jakobi Meyers (40785730),Jakobi Meyers,40785730,WR/FLEX,5300,LV@SF 11/19/2025 02:00PM ET,LV,13.08
QB,C.J. Stroud (40785669),C.J. Stroud,40785669,QB,5200,BUF@HOU 11/19/2025 04:00PM ET,HOU,20.81
WR,Darnell Mooney (40785732),Darnell Mooney,40785732,WR/FLEX,5200,MIN@ATL 11/19/2025 12:00PM ET,ATL,11.77
QB,Davis Mills (40785673),Davis Mills,40785673,QB,5000,BUF@HOU 11/19/2025 04:00PM ET,HOU,0
QB,Mitchell Trubisky (40785674),Mitchell Trubisky,40785674,QB,5000,BUF@HOU 11/19/2025 04:00PM ET,BUF,0
QB,Mac Jones (40785671),Mac Jones,40785671,QB,5000,LV@SF 11/19/2025 02:00PM ET,SF,0
QB,Kenny Pickett (40785672),Kenny Pickett,40785672,QB,5000,LV@SF 11/19/2025 02:00PM ET,LV,0
