Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jashaun Corbin (40721520),Jashaun Corbin,40721520,RB/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,ATL,0
RB,Scott Matlock (40721526),Scott Matlock,40721526,RB/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,LAC,1.58
WR,Tre' Harris (40721570),Tre' Harris,40721570,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,LAC,0
WR,KhaDarel Hodge (40721572),KhaDarel Hodge,40721572,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,ATL,0
WR,Jamal Agnew (40721578),Jamal Agnew,40721578,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,ATL,0
WR,KeAndre Lambert-Smith (40721584),KeAndre Lambert-Smith,40721584,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,LAC,0
WR,Derius Davis (40721588),Derius Davis,40721588,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,LAC,0
WR,Casey Washington (40721596),Casey Washington,40721596,WR/FLEX,3000,LAC@ATL 11/13/2025 04:00PM ET,ATL,0
RB,Raheem Mostert (40721500),Raheem Mostert,40721500,RB/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,LV,0.39
RB,Jaylen Wright (40721508),Jaylen Wright,40721508,RB/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0.87
RB,Zamir White (40721512),Zamir White,40721512,RB/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,LV,0.25
RB,Ollie Gordon II (40721514),Ollie Gordon II,40721514,RB/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0
RB,Alec Ingold (40721522),Alec Ingold,40721522,RB/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0.53
WR,Malik Washington (40721574),Malik Washington,40721574,WR/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0.76
WR,Dont'e Thornton Jr. (40721576),Dont'e Thornton Jr.,40721576,WR/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,LV,1.26
WR,Dee Eskridge (40721586),Dee Eskridge,40721586,WR/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0.86
WR,Tahj Washington (40721592),Tahj Washington,40721592,WR/FLEX,3000,MIA@LV 11/13/2025 02:00PM ET,MIA,0
RB,Miles Sanders (40721506),Miles Sanders,40721506,RB/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,DAL,0
RB,DJ Giddens (40721510),DJ Giddens,40721510,RB/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0
RB,Tyler Goodson (40721518),Tyler Goodson,40721518,RB/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0
RB,Hunter Luepke (40721524),Hunter Luepke,40721524,RB/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,DAL,1.15
RB,Will Mallory (40721528),Will Mallory,40721528,RB/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0.94
WR,KaVontae Turpin (40721566),KaVontae Turpin,40721566,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,DAL,0
WR,Adonai Mitchell (40721568),Adonai Mitchell,40721568,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0
WR,Jonathan Mingo (40721580),Jonathan Mingo,40721580,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,DAL,0
WR,Ashton Dulin (40721582),Ashton Dulin,40721582,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0
WR,Anthony Gould (40721590),Anthony Gould,40721590,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,IND,0
WR,Ryan Flournoy (40721594),Ryan Flournoy,40721594,WR/FLEX,3000,DAL@IND 11/13/2025 12:00PM ET,DAL,0
DST,Colts  (40721636),Colts ,40721636,DST,3000,DAL@IND 11/13/2025 12:00PM ET,IND,2.92
DST,Raiders  (40721637),Raiders ,40721637,DST,2900,MIA@LV 11/13/2025 02:00PM ET,LV,3.09
DST,Dolphins  (40721638),Dolphins ,40721638,DST,2800,MIA@LV 11/13/2025 02:00PM ET,MIA,3
DST,Falcons  (40721639),Falcons ,40721639,DST,2700,LAC@ATL 11/13/2025 04:00PM ET,ATL,1.85
TE,Oronde Gadsden II (40721610),Oronde Gadsden II,40721610,TE/FLEX,2500,LAC@ATL 11/13/2025 04:00PM ET,LAC,0.87
TE,Will Dissly (40721612),Will Dissly,40721612,TE/FLEX,2500,LAC@ATL 11/13/2025 04:00PM ET,LAC,1.35
TE,Charlie Woerner (40721620),Charlie Woerner,40721620,TE/FLEX,2500,LAC@ATL 11/13/2025 04:00PM ET,ATL,0.19
TE,Teagan Quitoriano (40721630),Teagan Quitoriano,40721630,TE/FLEX,2500,LAC@ATL 11/13/2025 04:00PM ET,ATL,0.16
TE,Michael Mayer (40721614),Michael Mayer,40721614,TE/FLEX,2500,MIA@LV 11/13/2025 02:00PM ET,LV,2.51
TE,Julian Hill (40721622),Julian Hill,40721622,TE/FLEX,2500,MIA@LV 11/13/2025 02:00PM ET,MIA,0.94
TE,Ian Thomas (40721624),Ian Thomas,40721624,TE/FLEX,2500,MIA@LV 11/13/2025 02:00PM ET,LV,0
TE,Tanner Conner (40721632),Tanner Conner,40721632,TE/FLEX,2500,MIA@LV 11/13/2025 02:00PM ET,MIA,0
TE,Mo Alie-Cox (40721616),Mo Alie-Cox,40721616,TE/FLEX,2500,DAL@IND 11/13/2025 12:00PM ET,IND,0.16
TE,Luke Schoonmaker (40721618),Luke Schoonmaker,40721618,TE/FLEX,2500,DAL@IND 11/13/2025 12:00PM ET,DAL,0.92
TE,Drew Ogletree (40721626),Drew Ogletree,40721626,TE/FLEX,2500,DAL@IND 11/13/2025 12:00PM ET,IND,0
TE,Brevyn Spann-Ford (40721628),Brevyn Spann-Ford,40721628,TE/FLEX,2500,DAL@IND 11/13/2025 12:00PM ET,DAL,0
