Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Jayden Daniels (40797534),Jayden Daniels,40797534,QB,7600,WAS@GB 11/21/2025 10:00PM ET,WAS,27.44
RB,Travis Etienne Jr. (40797546),Travis Etienne Jr.,40797546,RB/FLEX,7600,IND@JAX 11/21/2025 08:00PM ET,JAX,17.64
RB,Josh Jacobs (40797548),Josh Jacobs,40797548,RB/FLEX,7500,WAS@GB 11/21/2025 10:00PM ET,GB,17.21
QB,Patrick Mahomes (40797535),Patrick Mahomes,40797535,QB,7500,CAR@KC 11/21/2025 06:00PM ET,KC,27.77
WR,Rashee Rice (40797586),Rashee Rice,40797586,WR/FLEX,7100,CAR@KC 11/21/2025 06:00PM ET,KC,18.54
WR,Terry McLaurin (40797588),Terry McLaurin,40797588,WR/FLEX,7000,WAS@GB 11/21/2025 10:00PM ET,WAS,15.32
RB,Jonathan Taylor (40797550),Jonathan Taylor,40797550,RB/FLEX,7000,IND@JAX 11/21/2025 08:00PM ET,IND,15.83
QB,Jordan Love (40797536),Jordan Love,40797536,QB,6900,WAS@GB 11/21/2025 10:00PM ET,GB,24.78
WR,Brian Thomas Jr. (40797590),Brian Thomas Jr.,40797590,WR/FLEX,6300,IND@JAX 11/21/2025 08:00PM ET,JAX,16.94
RB,Isiah Pacheco (40797552),Isiah Pacheco,40797552,RB/FLEX,6300,CAR@KC 11/21/2025 06:00PM ET,KC,16.72
WR,Matthew Golden (40797592),Matthew Golden,40797592,WR/FLEX,6100,WAS@GB 11/21/2025 10:00PM ET,GB,16.07
WR,Deebo Samuel Sr. (40797594),Deebo Samuel Sr.,40797594,WR/FLEX,5900,WAS@GB 11/21/2025 10:00PM ET,WAS,12.67
RB,Chuba Hubbard (40797554),Chuba Hubbard,40797554,RB/FLEX,5500,CAR@KC 11/21/2025 06:00PM ET,CAR,12.55
RB,Austin Ekeler (40797556),Austin Ekeler,40797556,RB/FLEX,5400,WAS@GB 11/21/2025 10:00PM ET,WAS,14.56
TE,Travis Kelce (40797654),Travis Kelce,40797654,TE/FLEX,5400,CAR@KC 11/21/2025 06:00PM ET,KC,11.32
QB,Daniel Jones (40797537),Daniel Jones,40797537,QB,5300,IND@JAX 11/21/2025 08:00PM ET,IND,19.92
WR,Hollywood Brown (40797596),Hollywood Brown,40797596,WR/FLEX,5300,CAR@KC 11/21/2025 06:00PM ET,KC,16.19
WR,Christian Watson (40797598),Christian Watson,40797598,WR/FLEX,5200,WAS@GB 11/21/2025 10:00PM ET,GB,13.91
TE,Tucker Kraft (40797656),Tucker Kraft,40797656,TE/FLEX,5200,WAS@GB 11/21/2025 10:00PM ET,GB,13.98
QB,Trevor Lawrence (40797538),Trevor Lawrence,40797538,QB,5200,IND@JAX 11/21/2025 08:00PM ET,JAX,22.21
WR,Michael Pittman Jr. (40797600),Michael Pittman Jr.,40797600,WR/FLEX,5100,IND@JAX 11/21/2025 08:00PM ET,IND,10.99
QB,Bryce Young (40797539),Bryce Young,40797539,QB,5100,CAR@KC 11/21/2025 06:00PM ET,CAR,18.92
QB,Marcus Mariota (40797543),Marcus Mariota,40797543,QB,5000,WAS@GB 11/21/2025 10:00PM ET,WAS,0
QB,Malik Willis (40797544),Malik Willis,40797544,QB,5000,WAS@GB 11/21/2025 10:00PM ET,GB,0
QB,Anthony Richardson Sr. (40797540),Anthony Richardson Sr.,40797540,QB,5000,IND@JAX 11/21/2025 08:00PM ET,IND,0
QB,Nick Mullens (40797545),Nick Mullens,40797545,QB,5000,IND@JAX 11/21/2025 08:00PM ET,JAX,0
QB,Gardner Minshew II (40797541),Gardner Minshew II,40797541,QB,5000,CAR@KC 11/21/2025 06:00PM ET,KC,0
QB,Andy Dalton (40797542),Andy Dalton,40797542,QB,5000,CAR@KC 11/21/2025 06:00PM ET,CAR,0
WR,Xavier Worthy (40797602),Xavier Worthy,40797602,WR/FLEX,4800,CAR@KC 11/21/2025 06:00PM ET,KC,13.24
WR,Jayden Reed (40797604),Jayden Reed,40797604,WR/FLEX,4700,WAS@GB 11/21/2025 10:00PM ET,GB,12.17
WR,Xavier Legette (40797606),Xavier Legette,40797606,WR/FLEX,4600,CAR@KC 11/21/2025 06:00PM ET,CAR,11.15
WR,Alec Pierce (40797608),Alec Pierce,40797608,WR/FLEX,4500,IND@JAX 11/21/2025 08:00PM ET,IND,10.83
WR,Travis Hunter (40797610),Travis Hunter,40797610,WR/FLEX,4400,IND@JAX 11/21/2025 08:00PM ET,JAX,9.58
TE,Tyler Warren (40797658),Tyler Warren,40797658,TE/FLEX,4100,IND@JAX 11/21/2025 08:00PM ET,IND,10.11
WR,Tetairoa McMillan (40797612),Tetairoa McMillan,40797612,WR/FLEX,3800,CAR@KC 11/21/2025 06:00PM ET,CAR,9.32
WR,Noah Brown (40797614),Noah Brown,40797614,WR/FLEX,3500,WAS@GB 11/21/2025 10:00PM ET,WAS,9.11
WR,Tim Patrick (40797616),Tim Patrick,40797616,WR/FLEX,3400,IND@JAX 11/21/2025 08:00PM ET,JAX,8.99
TE,Zach Ertz (40797660),Zach Ertz,40797660,TE/FLEX,3300,WAS@GB 11/21/2025 10:00PM ET,WAS,5.99
DST,Packers  (40797690),Packers ,40797690,DST,3300,WAS@GB 11/21/2025 10:00PM ET,GB,3.17
WR,Jalen Coker (40797618),Jalen Coker,40797618,WR/FLEX,3300,CAR@KC 11/21/2025 06:00PM ET,CAR,6.19
DST,Commanders  (40797691),Commanders ,40797691,DST,3200,WAS@GB 11/21/2025 10:00PM ET,WAS,2.72
WR,Josh Downs (40797620),Josh Downs,40797620,WR/FLEX,3200,IND@JAX 11/21/2025 08:00PM ET,IND,4.45
TE,Brenton Strange (40797662),Brenton Strange,40797662,TE/FLEX,3200,IND@JAX 11/21/2025 08:00PM ET,JAX,9.63
RB,Kareem Hunt (40797558),Kareem Hunt,40797558,RB/FLEX,3200,CAR@KC 11/21/2025 06:00PM ET,KC,0.87
WR,Romeo Doubs (40797622),Romeo Doubs,40797622,WR/FLEX,3100,WAS@GB 11/21/2025 10:00PM ET,GB,1.94
RB,Rico Dowdle (40797560),Rico Dowdle,40797560,RB/FLEX,3100,CAR@KC 11/21/2025 06:00PM ET,CAR,1.4
TE,Ja'Tavion Sanders (40797664),Ja'Tavion Sanders,40797664,TE/FLEX,3100,CAR@KC 11/21/2025 06:00PM ET,CAR,9.23
DST,Chiefs  (40797692),Chiefs ,40797692,DST,3100,CAR@KC 11/21/2025 06:00PM ET,KC,3.6
RB,MarShawn Lloyd (40797564),MarShawn Lloyd,40797564,RB/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,GB,0
RB,Jacory Croskey-Merritt (40797568),Jacory Croskey-Merritt,40797568,RB/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,WAS,0.3
RB,Chris Rodriguez Jr. (40797576),Chris Rodriguez Jr.,40797576,RB/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,WAS,0
RB,Chris Brooks (40797580),Chris Brooks,40797580,RB/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,GB,0
RB,Ben Sims (40797584),Ben Sims,40797584,RB/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,GB,1.08
WR,Jaylin Lane (40797632),Jaylin Lane,40797632,WR/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,WAS,1.88
WR,Dontayvion Wicks (40797634),Dontayvion Wicks,40797634,WR/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,GB,1.12
WR,Luke McCaffrey (40797644),Luke McCaffrey,40797644,WR/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,WAS,0
WR,Savion Williams (40797646),Savion Williams,40797646,WR/FLEX,3000,WAS@GB 11/21/2025 10:00PM ET,GB,0
RB,Tank Bigsby (40797562),Tank Bigsby,40797562,RB/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,JAX,1.82
RB,DJ Giddens (40797566),DJ Giddens,40797566,RB/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0
RB,Bhayshul Tuten (40797570),Bhayshul Tuten,40797570,RB/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,JAX,0
RB,Tyler Goodson (40797578),Tyler Goodson,40797578,RB/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0
RB,Will Mallory (40797582),Will Mallory,40797582,RB/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0.83
WR,Dyami Brown (40797624),Dyami Brown,40797624,WR/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,JAX,0
WR,Adonai Mitchell (40797628),Adonai Mitchell,40797628,WR/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0
WR,Ashton Dulin (40797636),Ashton Dulin,40797636,WR/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0
WR,Parker Washington (40797638),Parker Washington,40797638,WR/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,JAX,0
WR,Anthony Gould (40797648),Anthony Gould,40797648,WR/FLEX,3000,IND@JAX 11/21/2025 08:00PM ET,IND,0
DST,Colts  (40797693),Colts ,40797693,DST,3000,IND@JAX 11/21/2025 08:00PM ET,IND,2.47
RB,Elijah Mitchell (40797572),Elijah Mitchell,40797572,RB/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,KC,0
RB,Trevor Etienne (40797574),Trevor Etienne,40797574,RB/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,CAR,0
WR,JuJu Smith-Schuster (40797626),JuJu Smith-Schuster,40797626,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,KC,0.2
WR,Hunter Renfrow (40797630),Hunter Renfrow,40797630,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,CAR,0
WR,Jalen Royals (40797640),Jalen Royals,40797640,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,KC,0
WR,David Moore (40797642),David Moore,40797642,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,CAR,0
WR,Tyquan Thornton (40797650),Tyquan Thornton,40797650,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,KC,0
WR,Jimmy Horn Jr. (40797652),Jimmy Horn Jr.,40797652,WR/FLEX,3000,CAR@KC 11/21/2025 06:00PM ET,CAR,0
