Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Andrei Iosivas (5976875),Andrei Iosivas,5976875,WR/FLEX,2000,TBD,CIN,0.0
RB,Ashton Jeanty (63013723),Ashton Jeanty,63013723,RB/FLEX,11000,TBD,LV,22.2
DST,Bengals (5122768),Bengals,5122768,DST,2000,TBD,CIN,3.0
QB,Bo Nix (43620668),Bo Nix,43620668,QB,3900,TBD,DEN,7.92
TE,Brock Bowers (86241004),Brock Bowers,86241004,TE/FLEX,4600,TBD,LV,9.3
DST,Broncos (25968695),Broncos,25968695,DST,2000,TBD,DEN,1.0
WR,CeeDee Lamb (45219545),CeeDee Lamb,45219545,WR/FLEX,9800,TBD,DAL,19.7
RB,Chase Brown (5947120),Chase Brown,5947120,RB/FLEX,13700,TBD,CIN,27.6
DST,Chiefs (28555276),Chiefs,28555276,DST,2000,TBD,KC,0.0
FLEX,Courtland Sutton (19805588),Courtland Sutton,19805588,FLEX,5700,TBD,DEN,11.6
DST,Cowboys (11929644),Cowboys,11929644,DST,2000,TBD,DAL,0.0
QB,Dak Prescott (93227411),Dak Prescott,93227411,QB,10700,TBD,DAL,21.56
TE,Darren Waller (97135135),Darren Waller,97135135,TE/FLEX,5000,TBD,MIA,10.2
RB,De'Von Achane (73823219),De'Von Achane,73823219,RB/FLEX,8200,TBD,MIA,16.6
DST,Dolphins (69575190),Dolphins,69575190,DST,2000,TBD,MIA,-3.0
TE,Evan Engram (97030290),Evan Engram,97030290,TE/FLEX,2000,TBD,DEN,3.7
QB,Geno Smith (75988883),Geno Smith,75988883,QB,11100,TBD,LV,22.42
WR,George Pickens (87986117),George Pickens,87986117,WR/FLEX,2000,TBD,DAL,1.8
FLEX,Hollywood Brown (54909956),Hollywood Brown,54909956,FLEX,12200,TBD,KC,24.7
RB,Isiah Pacheco (20415372),Isiah Pacheco,20415372,RB/FLEX,12400,TBD,KC,25.1
RB,J.K. Dobbins (74138463),J.K. Dobbins,74138463,RB/FLEX,18600,TBD,DEN,37.5
WR,Ja'Marr Chase (60176360),Ja'Marr Chase,60176360,WR/FLEX,9800,TBD,CIN,19.8
WR,Jack Bech (41130148),Jack Bech,41130148,WR/FLEX,2000,TBD,LV,1.7
TE,Jake Ferguson (58376999),Jake Ferguson,58376999,TE/FLEX,7500,TBD,DAL,15.1
FLEX,Jakobi Meyers (29608695),Jakobi Meyers,29608695,FLEX,6500,TBD,LV,13.1
WR,Jalen Tolbert (48206594),Jalen Tolbert,48206594,WR/FLEX,5200,TBD,DAL,10.5
RB,Javonte Williams (74708862),Javonte Williams,74708862,RB/FLEX,4700,TBD,DAL,9.5
FLEX,Jaydon Blue (71815065),Jaydon Blue,71815065,FLEX,2000,TBD,DAL,3.0
WR,Jaylen Waddle (83394155),Jaylen Waddle,83394155,WR/FLEX,21500,TBD,MIA,43.5
QB,Joe Burrow (57094222),Joe Burrow,57094222,QB,14100,TBD,CIN,28.42
RB,Kareem Hunt (42936485),Kareem Hunt,42936485,RB/FLEX,3000,TBD,KC,6.1
FLEX,Marvin Mims Jr. (73926617),Marvin Mims Jr.,73926617,FLEX,3400,TBD,DEN,6.9
TE,Mike Gesicki (35011035),Mike Gesicki,35011035,TE/FLEX,9300,TBD,CIN,18.7
WR,Nick Westbrook-Ikhine (56727677),Nick Westbrook-Ikhine,56727677,WR/FLEX,2000,TBD,MIA,1.2
FLEX,Noah Gray (84395134),Noah Gray,84395134,FLEX,2000,TBD,KC,0.0
QB,Patrick Mahomes (59074074),Patrick Mahomes,59074074,QB,13900,TBD,KC,28.14
RB,RJ Harvey (43910206),RJ Harvey,43910206,RB/FLEX,3100,TBD,DEN,6.2
DST,Raiders (4864303),Raiders,4864303,DST,2000,TBD,LV,3.0
WR,Rashee Rice (80558181),Rashee Rice,80558181,WR/FLEX,16600,TBD,KC,33.6
WR,Tee Higgins (58514020),Tee Higgins,58514020,WR/FLEX,7400,TBD,CIN,14.9
TE,Travis Kelce (77770313),Travis Kelce,77770313,TE/FLEX,8900,TBD,KC,18.0
FLEX,Tre Tucker (2371218),Tre Tucker,2371218,FLEX,5600,TBD,LV,11.3
WR,Troy Franklin (12111785),Troy Franklin,12111785,WR/FLEX,2000,TBD,DEN,0.0
QB,Tua Tagovailoa (85206099),Tua Tagovailoa,85206099,QB,12500,TBD,MIA,25.22
WR,Tyreek Hill (47067252),Tyreek Hill,47067252,WR/FLEX,5200,TBD,MIA,10.6
WR,Xavier Worthy (74383450),Xavier Worthy,74383450,WR/FLEX,4700,TBD,KC,9.5
