Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Trent Sherfield Sr. (40741794),Trent Sherfield Sr.,40741794,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,DEN,1.42
WR,Mack Hollins (40741802),Mack Hollins,40741802,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,NE,0
WR,Pat Bryant (40741808),Pat Bryant,40741808,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,DEN,0
WR,Kyle Williams (40741810),Kyle Williams,40741810,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,NE,0
WR,A.T. Perry (40741814),A.T. Perry,40741814,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,DEN,0
WR,Efton Chism III (40741824),Efton Chism III,40741824,WR/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,NE,0
RB,Braelon Allen (40741742),Braelon Allen,40741742,RB/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0.22
RB,Elijah Mitchell (40741746),Elijah Mitchell,40741746,RB/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,KC,0
RB,Isaiah Davis (40741752),Isaiah Davis,40741752,RB/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0
RB,Andrew Beck (40741754),Andrew Beck,40741754,RB/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0.32
WR,Xavier Gipson (40741796),Xavier Gipson,40741796,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,3.98
WR,JuJu Smith-Schuster (40741800),JuJu Smith-Schuster,40741800,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,KC,0.22
WR,Jalen Royals (40741812),Jalen Royals,40741812,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,KC,0
WR,Tyler Johnson (40741818),Tyler Johnson,40741818,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0
WR,Tyquan Thornton (40741826),Tyquan Thornton,40741826,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,KC,0
WR,Arian Smith (40741828),Arian Smith,40741828,WR/FLEX,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0
DST,Jets  (40741868),Jets ,40741868,DST,3000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,5.17
RB,Patrick Ricard (40741738),Patrick Ricard,40741738,RB/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,BAL,1.83
RB,Samaje Perine (40741740),Samaje Perine,40741740,RB/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0
RB,Keaton Mitchell (40741748),Keaton Mitchell,40741748,RB/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,BAL,0
RB,Tahj Brooks (40741750),Tahj Brooks,40741750,RB/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0
RB,Tanner Hudson (40741756),Tanner Hudson,40741756,RB/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,-0.07
WR,LaJohntay Wester (40741798),LaJohntay Wester,40741798,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,BAL,0.8
WR,Tylan Wallace (40741804),Tylan Wallace,40741804,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,BAL,0
WR,Jermaine Burton (40741806),Jermaine Burton,40741806,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0.93
WR,Devontez Walker (40741816),Devontez Walker,40741816,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,BAL,0
WR,Mitch Tinsley (40741820),Mitch Tinsley,40741820,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0
WR,Charlie Jones (40741822),Charlie Jones,40741822,WR/FLEX,3000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0.23
DST,Bengals  (40741869),Bengals ,40741869,DST,2900,CIN@BAL 11/14/2025 12:00PM ET,CIN,1.77
TE,Mason Taylor (40741840),Mason Taylor,40741840,TE/FLEX,2600,KC@NYJ 11/14/2025 02:00PM ET,NYJ,7.78
TE,Austin Hooper (40741850),Austin Hooper,40741850,TE/FLEX,2500,NE@DEN 11/14/2025 04:00PM ET,NE,1.98
TE,Adam Trautman (40741852),Adam Trautman,40741852,TE/FLEX,2500,NE@DEN 11/14/2025 04:00PM ET,DEN,1.14
TE,Lucas Krull (40741860),Lucas Krull,40741860,TE/FLEX,2500,NE@DEN 11/14/2025 04:00PM ET,DEN,0.15
TE,Jeremy Ruckert (40741846),Jeremy Ruckert,40741846,TE/FLEX,2500,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0.93
TE,Noah Gray (40741848),Noah Gray,40741848,TE/FLEX,2500,KC@NYJ 11/14/2025 02:00PM ET,KC,3.11
TE,Jared Wiley (40741854),Jared Wiley,40741854,TE/FLEX,2500,KC@NYJ 11/14/2025 02:00PM ET,KC,0.37
TE,Stone Smartt (40741862),Stone Smartt,40741862,TE/FLEX,2500,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0
TE,Isaiah Likely (40741842),Isaiah Likely,40741842,TE/FLEX,2500,CIN@BAL 11/14/2025 12:00PM ET,BAL,3.43
TE,Noah Fant (40741844),Noah Fant,40741844,TE/FLEX,2500,CIN@BAL 11/14/2025 12:00PM ET,CIN,1.06
TE,Drew Sample (40741856),Drew Sample,40741856,TE/FLEX,2500,CIN@BAL 11/14/2025 12:00PM ET,CIN,1.34
TE,Charlie Kolar (40741858),Charlie Kolar,40741858,TE/FLEX,2500,CIN@BAL 11/14/2025 12:00PM ET,BAL,0
