Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Ja'Marr Chase (40741758),Ja'Marr Chase,40741758,WR/FLEX,8500,CIN@BAL 11/14/2025 12:00PM ET,CIN,23.46
QB,Joe Burrow (40741702),Joe Burrow,40741702,QB,7500,CIN@BAL 11/14/2025 12:00PM ET,CIN,25.90
QB,Patrick Mahomes (40741703),Patrick Mahomes,40741703,QB,7400,KC@NYJ 11/14/2025 02:00PM ET,KC,26.64
RB,Derrick Henry (40741714),Derrick Henry,40741714,RB/FLEX,7100,CIN@BAL 11/14/2025 12:00PM ET,BAL,14.2
RB,Breece Hall (40741716),Breece Hall,40741716,RB/FLEX,7000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,17.36
RB,Chase Brown (40741718),Chase Brown,40741718,RB/FLEX,6800,CIN@BAL 11/14/2025 12:00PM ET,CIN,21.32
WR,Rashee Rice (40741760),Rashee Rice,40741760,WR/FLEX,6700,KC@NYJ 11/14/2025 02:00PM ET,KC,16.64
QB,Justin Fields (40741704),Justin Fields,40741704,QB,6600,KC@NYJ 11/14/2025 02:00PM ET,NYJ,22.51
RB,J.K. Dobbins (40741720),J.K. Dobbins,40741720,RB/FLEX,6400,NE@DEN 11/14/2025 04:00PM ET,DEN,18.17
WR,Stefon Diggs (40741762),Stefon Diggs,40741762,WR/FLEX,6400,NE@DEN 11/14/2025 04:00PM ET,NE,15.24
QB,Lamar Jackson (40741705),Lamar Jackson,40741705,QB,6400,CIN@BAL 11/14/2025 12:00PM ET,BAL,23.06
QB,Drake Maye (40741706),Drake Maye,40741706,QB,6300,NE@DEN 11/14/2025 04:00PM ET,NE,22.88
WR,Courtland Sutton (40741764),Courtland Sutton,40741764,WR/FLEX,6100,NE@DEN 11/14/2025 04:00PM ET,DEN,12.54
RB,Isiah Pacheco (40741722),Isiah Pacheco,40741722,RB/FLEX,6100,KC@NYJ 11/14/2025 02:00PM ET,KC,15.78
TE,Travis Kelce (40741830),Travis Kelce,40741830,TE/FLEX,5800,KC@NYJ 11/14/2025 02:00PM ET,KC,11.9
QB,Bo Nix (40741707),Bo Nix,40741707,QB,5700,NE@DEN 11/14/2025 04:00PM ET,DEN,19.13
WR,Tee Higgins (40741766),Tee Higgins,40741766,WR/FLEX,5600,CIN@BAL 11/14/2025 12:00PM ET,CIN,14.72
WR,Garrett Wilson (40741768),Garrett Wilson,40741768,WR/FLEX,5300,KC@NYJ 11/14/2025 02:00PM ET,NYJ,10.97
QB,Joshua Dobbs (40741710),Joshua Dobbs,40741710,QB,5000,NE@DEN 11/14/2025 04:00PM ET,NE,0
QB,Jarrett Stidham (40741713),Jarrett Stidham,40741713,QB,5000,NE@DEN 11/14/2025 04:00PM ET,DEN,0
QB,Gardner Minshew II (40741708),Gardner Minshew II,40741708,QB,5000,KC@NYJ 11/14/2025 02:00PM ET,KC,0
QB,Tyrod Taylor (40741709),Tyrod Taylor,40741709,QB,5000,KC@NYJ 11/14/2025 02:00PM ET,NYJ,0
WR,Hollywood Brown (40741770),Hollywood Brown,40741770,WR/FLEX,5000,KC@NYJ 11/14/2025 02:00PM ET,KC,16.29
QB,Jake Browning (40741711),Jake Browning,40741711,QB,5000,CIN@BAL 11/14/2025 12:00PM ET,CIN,0
QB,Cooper Rush (40741712),Cooper Rush,40741712,QB,5000,CIN@BAL 11/14/2025 12:00PM ET,BAL,0
RB,TreVeyon Henderson (40741724),TreVeyon Henderson,40741724,RB/FLEX,4900,NE@DEN 11/14/2025 04:00PM ET,NE,12.29
WR,Zay Flowers (40741772),Zay Flowers,40741772,WR/FLEX,4900,CIN@BAL 11/14/2025 12:00PM ET,BAL,9.92
WR,Xavier Worthy (40741774),Xavier Worthy,40741774,WR/FLEX,4800,KC@NYJ 11/14/2025 02:00PM ET,KC,13.32
WR,DeMario Douglas (40741776),DeMario Douglas,40741776,WR/FLEX,4500,NE@DEN 11/14/2025 04:00PM ET,NE,10.44
TE,Mark Andrews (40741832),Mark Andrews,40741832,TE/FLEX,4500,CIN@BAL 11/14/2025 12:00PM ET,BAL,10.42
TE,Hunter Henry (40741834),Hunter Henry,40741834,TE/FLEX,4400,NE@DEN 11/14/2025 04:00PM ET,NE,13.44
TE,Evan Engram (40741836),Evan Engram,40741836,TE/FLEX,4300,NE@DEN 11/14/2025 04:00PM ET,DEN,9.48
WR,Allen Lazard (40741778),Allen Lazard,40741778,WR/FLEX,3900,KC@NYJ 11/14/2025 02:00PM ET,NYJ,12
WR,Marvin Mims Jr. (40741780),Marvin Mims Jr.,40741780,WR/FLEX,3700,NE@DEN 11/14/2025 04:00PM ET,DEN,9.61
WR,Andrei Iosivas (40741782),Andrei Iosivas,40741782,WR/FLEX,3600,CIN@BAL 11/14/2025 12:00PM ET,CIN,12.99
RB,Antonio Gibson (40741726),Antonio Gibson,40741726,RB/FLEX,3500,NE@DEN 11/14/2025 04:00PM ET,NE,6.64
WR,DeAndre Hopkins (40741784),DeAndre Hopkins,40741784,WR/FLEX,3500,CIN@BAL 11/14/2025 12:00PM ET,BAL,8.68
RB,RJ Harvey (40741728),RJ Harvey,40741728,RB/FLEX,3400,NE@DEN 11/14/2025 04:00PM ET,DEN,6.1
WR,Kayshon Boutte (40741786),Kayshon Boutte,40741786,WR/FLEX,3400,NE@DEN 11/14/2025 04:00PM ET,NE,10.63
DST,Broncos  (40741864),Broncos ,40741864,DST,3400,NE@DEN 11/14/2025 04:00PM ET,DEN,6.21
WR,Troy Franklin (40741788),Troy Franklin,40741788,WR/FLEX,3300,NE@DEN 11/14/2025 04:00PM ET,DEN,6.18
RB,Justice Hill (40741730),Justice Hill,40741730,RB/FLEX,3300,CIN@BAL 11/14/2025 12:00PM ET,BAL,3.19
TE,Mike Gesicki (40741838),Mike Gesicki,40741838,TE/FLEX,3300,CIN@BAL 11/14/2025 12:00PM ET,CIN,11.69
DST,Ravens  (40741865),Ravens ,40741865,DST,3300,CIN@BAL 11/14/2025 12:00PM ET,BAL,7
RB,Rhamondre Stevenson (40741732),Rhamondre Stevenson,40741732,RB/FLEX,3200,NE@DEN 11/14/2025 04:00PM ET,NE,1.92
DST,Patriots  (40741866),Patriots ,40741866,DST,3200,NE@DEN 11/14/2025 04:00PM ET,NE,3.43
WR,Rashod Bateman (40741790),Rashod Bateman,40741790,WR/FLEX,3200,CIN@BAL 11/14/2025 12:00PM ET,BAL,5.14
RB,Kareem Hunt (40741734),Kareem Hunt,40741734,RB/FLEX,3100,KC@NYJ 11/14/2025 02:00PM ET,KC,0.94
WR,Josh Reynolds (40741792),Josh Reynolds,40741792,WR/FLEX,3100,KC@NYJ 11/14/2025 02:00PM ET,NYJ,5.69
DST,Chiefs  (40741867),Chiefs ,40741867,DST,3100,KC@NYJ 11/14/2025 02:00PM ET,KC,3.06
RB,Michael Burton (40741736),Michael Burton,40741736,RB/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,DEN,0.51
RB,Jaleel McLaughlin (40741744),Jaleel McLaughlin,40741744,RB/FLEX,3000,NE@DEN 11/14/2025 04:00PM ET,DEN,0
