Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Josh Jacobs (40658458),Josh Jacobs,40658458,RB/FLEX,7800,GB@CHI 11/07/2025 06:00PM ET,GB,17.19
RB,Travis Etienne Jr. (40658460),Travis Etienne Jr.,40658460,RB/FLEX,7700,ARI@JAX 11/07/2025 08:00PM ET,JAX,18.76
RB,Christian McCaffrey (40658462),Christian McCaffrey,40658462,RB/FLEX,7500,SF@HOU 11/07/2025 10:00PM ET,SF,17.33
QB,Kyler Murray (40658446),Kyler Murray,40658446,QB,7500,ARI@JAX 11/07/2025 08:00PM ET,ARI,31.88
QB,Jordan Love (40658447),Jordan Love,40658447,QB,7200,GB@CHI 11/07/2025 06:00PM ET,GB,24.02
RB,James Conner (40658464),James Conner,40658464,RB/FLEX,6900,ARI@JAX 11/07/2025 08:00PM ET,ARI,17.56
WR,Nico Collins (40658500),Nico Collins,40658500,WR/FLEX,6500,SF@HOU 11/07/2025 10:00PM ET,HOU,18.29
RB,Joe Mixon (40658466),Joe Mixon,40658466,RB/FLEX,6400,SF@HOU 11/07/2025 10:00PM ET,HOU,13.51
WR,Matthew Golden (40658502),Matthew Golden,40658502,WR/FLEX,6400,GB@CHI 11/07/2025 06:00PM ET,GB,16.33
WR,Brandon Aiyuk (40658504),Brandon Aiyuk,40658504,WR/FLEX,6300,SF@HOU 11/07/2025 10:00PM ET,SF,12.74
WR,Brian Thomas Jr. (40658506),Brian Thomas Jr.,40658506,WR/FLEX,6200,ARI@JAX 11/07/2025 08:00PM ET,JAX,16.01
RB,D'Andre Swift (40658468),D'Andre Swift,40658468,RB/FLEX,6100,GB@CHI 11/07/2025 06:00PM ET,CHI,15.74
WR,Rome Odunze (40658508),Rome Odunze,40658508,WR/FLEX,6000,GB@CHI 11/07/2025 06:00PM ET,CHI,12.26
TE,Trey McBride (40658566),Trey McBride,40658566,TE/FLEX,5600,ARI@JAX 11/07/2025 08:00PM ET,ARI,14.98
QB,Caleb Williams (40658448),Caleb Williams,40658448,QB,5500,GB@CHI 11/07/2025 06:00PM ET,CHI,26.91
QB,C.J. Stroud (40658449),C.J. Stroud,40658449,QB,5400,SF@HOU 11/07/2025 10:00PM ET,HOU,20.08
QB,Trevor Lawrence (40658450),Trevor Lawrence,40658450,QB,5300,ARI@JAX 11/07/2025 08:00PM ET,JAX,21.83
WR,Christian Watson (40658510),Christian Watson,40658510,WR/FLEX,5300,GB@CHI 11/07/2025 06:00PM ET,GB,14.55
TE,Tucker Kraft (40658568),Tucker Kraft,40658568,TE/FLEX,5300,GB@CHI 11/07/2025 06:00PM ET,GB,12.81
QB,Brock Purdy (40658451),Brock Purdy,40658451,QB,5200,SF@HOU 11/07/2025 10:00PM ET,SF,19.46
QB,Mac Jones (40658452),Mac Jones,40658452,QB,5000,SF@HOU 11/07/2025 10:00PM ET,SF,0
QB,Davis Mills (40658453),Davis Mills,40658453,QB,5000,SF@HOU 11/07/2025 10:00PM ET,HOU,0
QB,Nick Mullens (40658456),Nick Mullens,40658456,QB,5000,ARI@JAX 11/07/2025 08:00PM ET,JAX,0
QB,Jacoby Brissett (40658457),Jacoby Brissett,40658457,QB,5000,ARI@JAX 11/07/2025 08:00PM ET,ARI,0
WR,Marvin Harrison Jr. (40658512),Marvin Harrison Jr.,40658512,WR/FLEX,5000,ARI@JAX 11/07/2025 08:00PM ET,ARI,11.63
QB,Malik Willis (40658454),Malik Willis,40658454,QB,5000,GB@CHI 11/07/2025 06:00PM ET,GB,0
QB,Case Keenum (40658455),Case Keenum,40658455,QB,5000,GB@CHI 11/07/2025 06:00PM ET,CHI,0
WR,DJ Moore (40658514),DJ Moore,40658514,WR/FLEX,4900,GB@CHI 11/07/2025 06:00PM ET,CHI,8.21
WR,Jayden Reed (40658516),Jayden Reed,40658516,WR/FLEX,4800,GB@CHI 11/07/2025 06:00PM ET,GB,11.74
WR,Travis Hunter (40658518),Travis Hunter,40658518,WR/FLEX,4700,ARI@JAX 11/07/2025 08:00PM ET,JAX,9.75
WR,Christian Kirk (40658520),Christian Kirk,40658520,WR/FLEX,4500,SF@HOU 11/07/2025 10:00PM ET,HOU,12.36
TE,Cole Kmet (40658570),Cole Kmet,40658570,TE/FLEX,4100,GB@CHI 11/07/2025 06:00PM ET,CHI,11.53
TE,George Kittle (40658572),George Kittle,40658572,TE/FLEX,4000,SF@HOU 11/07/2025 10:00PM ET,SF,13.77
WR,Luther Burden III (40658522),Luther Burden III,40658522,WR/FLEX,3900,GB@CHI 11/07/2025 06:00PM ET,CHI,12.54
WR,Jauan Jennings (40658524),Jauan Jennings,40658524,WR/FLEX,3800,SF@HOU 11/07/2025 10:00PM ET,SF,12.12
RB,Nick Chubb (40658470),Nick Chubb,40658470,RB/FLEX,3600,SF@HOU 11/07/2025 10:00PM ET,HOU,1.47
WR,Ricky Pearsall (40658526),Ricky Pearsall,40658526,WR/FLEX,3600,SF@HOU 11/07/2025 10:00PM ET,SF,11.37
WR,Tim Patrick (40658528),Tim Patrick,40658528,WR/FLEX,3500,ARI@JAX 11/07/2025 08:00PM ET,JAX,7.79
WR,Michael Wilson (40658530),Michael Wilson,40658530,WR/FLEX,3400,ARI@JAX 11/07/2025 08:00PM ET,ARI,10.07
WR,Tank Dell (40658532),Tank Dell,40658532,WR/FLEX,3300,SF@HOU 11/07/2025 10:00PM ET,HOU,6.78
TE,Dalton Schultz (40658574),Dalton Schultz,40658574,TE/FLEX,3300,SF@HOU 11/07/2025 10:00PM ET,HOU,10.37
DST,Packers  (40658602),Packers ,40658602,DST,3300,GB@CHI 11/07/2025 06:00PM ET,GB,3.4
WR,Zay Jones (40658534),Zay Jones,40658534,WR/FLEX,3200,ARI@JAX 11/07/2025 08:00PM ET,ARI,7.94
TE,Brenton Strange (40658576),Brenton Strange,40658576,TE/FLEX,3200,ARI@JAX 11/07/2025 08:00PM ET,JAX,10.07
DST,Cardinals  (40658603),Cardinals ,40658603,DST,3200,ARI@JAX 11/07/2025 08:00PM ET,ARI,2.42
WR,Romeo Doubs (40658536),Romeo Doubs,40658536,WR/FLEX,3100,GB@CHI 11/07/2025 06:00PM ET,GB,0.96
DST,Bears  (40658604),Bears ,40658604,DST,3100,GB@CHI 11/07/2025 06:00PM ET,CHI,2.71
RB,Brian Robinson Jr. (40658474),Brian Robinson Jr.,40658474,RB/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,1.32
RB,Isaac Guerendo (40658486),Isaac Guerendo,40658486,RB/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,0
RB,Woody Marks (40658492),Woody Marks,40658492,RB/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,HOU,0
RB,Dameon Pierce (40658496),Dameon Pierce,40658496,RB/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,HOU,0.33
RB,Kyle Juszczyk (40658498),Kyle Juszczyk,40658498,RB/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,1.29
WR,Jayden Higgins (40658540),Jayden Higgins,40658540,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,HOU,0
WR,Skyy Moore (40658546),Skyy Moore,40658546,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,0
WR,Jaylin Noel (40658552),Jaylin Noel,40658552,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,HOU,0
WR,Jacob Cowing (40658556),Jacob Cowing,40658556,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,0
WR,Xavier Hutchinson (40658562),Xavier Hutchinson,40658562,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,HOU,0
WR,Jordan Watkins (40658564),Jordan Watkins,40658564,WR/FLEX,3000,SF@HOU 11/07/2025 10:00PM ET,SF,0
RB,Tank Bigsby (40658478),Tank Bigsby,40658478,RB/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,JAX,2.23
RB,Trey Benson (40658480),Trey Benson,40658480,RB/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,ARI,0.34
RB,Bhayshul Tuten (40658484),Bhayshul Tuten,40658484,RB/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,JAX,0
RB,Emari Demercado (40658488),Emari Demercado,40658488,RB/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,ARI,0.62
WR,Dyami Brown (40658538),Dyami Brown,40658538,WR/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,JAX,0
WR,Greg Dortch (40658542),Greg Dortch,40658542,WR/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,ARI,1.7
WR,Parker Washington (40658554),Parker Washington,40658554,WR/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,JAX,0
WR,Xavier Weaver (40658558),Xavier Weaver,40658558,WR/FLEX,3000,ARI@JAX 11/07/2025 08:00PM ET,ARI,0
DST,Jaguars  (40658605),Jaguars ,40658605,DST,3000,ARI@JAX 11/07/2025 08:00PM ET,JAX,3.57
RB,Ben Sims (40658472),Ben Sims,40658472,RB/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,GB,1.18
RB,Roschon Johnson (40658476),Roschon Johnson,40658476,RB/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,CHI,1.34
RB,MarShawn Lloyd (40658482),MarShawn Lloyd,40658482,RB/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,GB,0
RB,Kyle Monangai (40658490),Kyle Monangai,40658490,RB/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,CHI,0.34
RB,Chris Brooks (40658494),Chris Brooks,40658494,RB/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,GB,0
WR,Olamide Zaccheaus (40658544),Olamide Zaccheaus,40658544,WR/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,CHI,0.18
WR,Devin Duvernay (40658548),Devin Duvernay,40658548,WR/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,CHI,0
WR,Dontayvion Wicks (40658550),Dontayvion Wicks,40658550,WR/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,GB,1.24
WR,Savion Williams (40658560),Savion Williams,40658560,WR/FLEX,3000,GB@CHI 11/07/2025 06:00PM ET,GB,0
DST,49ers  (40658606),49ers ,40658606,DST,2900,SF@HOU 11/07/2025 10:00PM ET,SF,2.46
DST,Texans  (40658607),Texans ,40658607,DST,2800,SF@HOU 11/07/2025 10:00PM ET,HOU,2.79
TE,Cade Stover (40658582),Cade Stover,40658582,TE/FLEX,2500,SF@HOU 11/07/2025 10:00PM ET,HOU,1.12
TE,Jake Tonges (40658584),Jake Tonges,40658584,TE/FLEX,2500,SF@HOU 11/07/2025 10:00PM ET,SF,0.71
TE,Harrison Bryant (40658586),Harrison Bryant,40658586,TE/FLEX,2500,SF@HOU 11/07/2025 10:00PM ET,HOU,0.97
TE,Luke Farrell (40658590),Luke Farrell,40658590,TE/FLEX,2500,SF@HOU 11/07/2025 10:00PM ET,SF,1.11
TE,Johnny Mundt (40658580),Johnny Mundt,40658580,TE/FLEX,2500,ARI@JAX 11/07/2025 08:00PM ET,JAX,1.74
TE,Tip Reiman (40658594),Tip Reiman,40658594,TE/FLEX,2500,ARI@JAX 11/07/2025 08:00PM ET,ARI,3.52
TE,Elijah Higgins (40658596),Elijah Higgins,40658596,TE/FLEX,2500,ARI@JAX 11/07/2025 08:00PM ET,ARI,0.19
TE,Hunter Long (40658598),Hunter Long,40658598,TE/FLEX,2500,ARI@JAX 11/07/2025 08:00PM ET,JAX,1.46
TE,Durham Smythe (40658578),Durham Smythe,40658578,TE/FLEX,2500,GB@CHI 11/07/2025 06:00PM ET,CHI,0.4
TE,Luke Musgrave (40658588),Luke Musgrave,40658588,TE/FLEX,2500,GB@CHI 11/07/2025 06:00PM ET,GB,0.76
TE,Colston Loveland (40658592),Colston Loveland,40658592,TE/FLEX,2500,GB@CHI 11/07/2025 06:00PM ET,CHI,3.66
TE,John FitzPatrick (40658600),John FitzPatrick,40658600,TE/FLEX,2500,GB@CHI 11/07/2025 06:00PM ET,GB,0.22
