Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Josh Jacobs (40786006),Josh Jacobs,40786006,RB/FLEX,7900,HOU@GB 11/17/2025 02:00PM ET,GB,16.74
RB,De'Von Achane (40786008),De'Von Achane,40786008,RB/FLEX,7600,BUF@MIA 11/17/2025 12:00PM ET,MIA,15.99
RB,James Cook III (40786010),James Cook III,40786010,RB/FLEX,7500,BUF@MIA 11/17/2025 12:00PM ET,BUF,17.51
RB,Jonathan Taylor (40786012),Jonathan Taylor,40786012,RB/FLEX,7300,IND@DAL 11/17/2025 04:00PM ET,IND,14.66
QB,Josh Allen (40785994),Josh Allen,40785994,QB,7300,BUF@MIA 11/17/2025 12:00PM ET,BUF,25.36
WR,Tyreek Hill (40786054),Tyreek Hill,40786054,WR/FLEX,7200,BUF@MIA 11/17/2025 12:00PM ET,MIA,15.09
QB,Jordan Love (40785995),Jordan Love,40785995,QB,7100,HOU@GB 11/17/2025 02:00PM ET,GB,24.91
WR,Nico Collins (40786056),Nico Collins,40786056,WR/FLEX,6700,HOU@GB 11/17/2025 02:00PM ET,HOU,19.29
WR,Khalil Shakir (40786058),Khalil Shakir,40786058,WR/FLEX,6600,BUF@MIA 11/17/2025 12:00PM ET,BUF,16.53
WR,Matthew Golden (40786060),Matthew Golden,40786060,WR/FLEX,6400,HOU@GB 11/17/2025 02:00PM ET,GB,16.22
QB,Dak Prescott (40785996),Dak Prescott,40785996,QB,6300,IND@DAL 11/17/2025 04:00PM ET,DAL,19.75
RB,Joe Mixon (40786014),Joe Mixon,40786014,RB/FLEX,6300,HOU@GB 11/17/2025 02:00PM ET,HOU,14.51
WR,CeeDee Lamb (40786062),CeeDee Lamb,40786062,WR/FLEX,6100,IND@DAL 11/17/2025 04:00PM ET,DAL,11.64
QB,Tua Tagovailoa (40785997),Tua Tagovailoa,40785997,QB,5700,BUF@MIA 11/17/2025 12:00PM ET,MIA,18.74
QB,Daniel Jones (40785998),Daniel Jones,40785998,QB,5500,IND@DAL 11/17/2025 04:00PM ET,IND,19.75
WR,Christian Watson (40786064),Christian Watson,40786064,WR/FLEX,5400,HOU@GB 11/17/2025 02:00PM ET,GB,14.09
WR,Michael Pittman Jr. (40786066),Michael Pittman Jr.,40786066,WR/FLEX,5300,IND@DAL 11/17/2025 04:00PM ET,IND,10.67
TE,Tucker Kraft (40786126),Tucker Kraft,40786126,TE/FLEX,5300,HOU@GB 11/17/2025 02:00PM ET,GB,14.32
WR,Jaylen Waddle (40786068),Jaylen Waddle,40786068,WR/FLEX,5200,BUF@MIA 11/17/2025 12:00PM ET,MIA,13.14
WR,George Pickens (40786070),George Pickens,40786070,WR/FLEX,5100,IND@DAL 11/17/2025 04:00PM ET,DAL,11.78
QB,C.J. Stroud (40785999),C.J. Stroud,40785999,QB,5100,HOU@GB 11/17/2025 02:00PM ET,HOU,20.34
QB,Anthony Richardson Sr. (40786000),Anthony Richardson Sr.,40786000,QB,5000,IND@DAL 11/17/2025 04:00PM ET,IND,0
QB,Joe Milton III (40786001),Joe Milton III,40786001,QB,5000,IND@DAL 11/17/2025 04:00PM ET,DAL,0
QB,Davis Mills (40786003),Davis Mills,40786003,QB,5000,HOU@GB 11/17/2025 02:00PM ET,HOU,0
QB,Malik Willis (40786004),Malik Willis,40786004,QB,5000,HOU@GB 11/17/2025 02:00PM ET,GB,0
QB,Zach Wilson (40786002),Zach Wilson,40786002,QB,5000,BUF@MIA 11/17/2025 12:00PM ET,MIA,0
QB,Mitchell Trubisky (40786005),Mitchell Trubisky,40786005,QB,5000,BUF@MIA 11/17/2025 12:00PM ET,BUF,0
RB,Javonte Williams (40786016),Javonte Williams,40786016,RB/FLEX,4600,IND@DAL 11/17/2025 04:00PM ET,DAL,11.68
WR,Alec Pierce (40786072),Alec Pierce,40786072,WR/FLEX,4600,IND@DAL 11/17/2025 04:00PM ET,IND,10.31
WR,Jayden Reed (40786074),Jayden Reed,40786074,WR/FLEX,4500,HOU@GB 11/17/2025 02:00PM ET,GB,12.15
TE,Dalton Kincaid (40786128),Dalton Kincaid,40786128,TE/FLEX,4400,BUF@MIA 11/17/2025 12:00PM ET,BUF,15.8
TE,Jake Ferguson (40786130),Jake Ferguson,40786130,TE/FLEX,4300,IND@DAL 11/17/2025 04:00PM ET,DAL,11
WR,Keon Coleman (40786076),Keon Coleman,40786076,WR/FLEX,4300,BUF@MIA 11/17/2025 12:00PM ET,BUF,11.68
WR,Christian Kirk (40786078),Christian Kirk,40786078,WR/FLEX,4200,HOU@GB 11/17/2025 02:00PM ET,HOU,11.29
TE,Tyler Warren (40786132),Tyler Warren,40786132,TE/FLEX,4100,IND@DAL 11/17/2025 04:00PM ET,IND,10.08
WR,Jalen Tolbert (40786080),Jalen Tolbert,40786080,WR/FLEX,3600,IND@DAL 11/17/2025 04:00PM ET,DAL,8.22
WR,Joshua Palmer (40786082),Joshua Palmer,40786082,WR/FLEX,3500,BUF@MIA 11/17/2025 12:00PM ET,BUF,8.25
WR,Josh Downs (40786084),Josh Downs,40786084,WR/FLEX,3400,IND@DAL 11/17/2025 04:00PM ET,IND,4.69
TE,Darren Waller (40786134),Darren Waller,40786134,TE/FLEX,3400,BUF@MIA 11/17/2025 12:00PM ET,MIA,9.48
WR,Tank Dell (40786086),Tank Dell,40786086,WR/FLEX,3300,HOU@GB 11/17/2025 02:00PM ET,HOU,6.66
DST,Packers  (40786162),Packers ,40786162,DST,3300,HOU@GB 11/17/2025 02:00PM ET,GB,3.06
WR,Nick Westbrook-Ikhine (40786088),Nick Westbrook-Ikhine,40786088,WR/FLEX,3200,BUF@MIA 11/17/2025 12:00PM ET,MIA,5.65
