Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Saquon Barkley (40636938),Saquon Barkley,40636938,RB/FLEX,8800,NYG@PHI 11/05/2025 06:00PM ET,PHI,18.35
WR,Ladd McConkey (40636982),Ladd McConkey,40636982,WR/FLEX,7900,SEA@LAC 11/05/2025 10:00PM ET,LAC,20.27
QB,Jalen Hurts (40636926),Jalen Hurts,40636926,QB,7900,NYG@PHI 11/05/2025 06:00PM ET,PHI,26.62
RB,Omarion Hampton (40636940),Omarion Hampton,40636940,RB/FLEX,7600,SEA@LAC 11/05/2025 10:00PM ET,LAC,18.66
QB,Jayden Daniels (40636927),Jayden Daniels,40636927,QB,7600,WAS@TEN 11/05/2025 08:00PM ET,WAS,28.70
RB,Kenneth Walker III (40636942),Kenneth Walker III,40636942,RB/FLEX,7400,SEA@LAC 11/05/2025 10:00PM ET,SEA,20.11
RB,Tony Pollard (40636944),Tony Pollard,40636944,RB/FLEX,7300,WAS@TEN 11/05/2025 08:00PM ET,TEN,15.3
WR,Terry McLaurin (40636984),Terry McLaurin,40636984,WR/FLEX,7100,WAS@TEN 11/05/2025 08:00PM ET,WAS,15.54
WR,DeVonta Smith (40636986),DeVonta Smith,40636986,WR/FLEX,6700,NYG@PHI 11/05/2025 06:00PM ET,PHI,16.27
QB,Justin Herbert (40636928),Justin Herbert,40636928,QB,6600,SEA@LAC 11/05/2025 10:00PM ET,LAC,22.94
WR,Darius Slayton (40636988),Darius Slayton,40636988,WR/FLEX,5900,NYG@PHI 11/05/2025 06:00PM ET,NYG,17.01
RB,Tyrone Tracy Jr. (40636946),Tyrone Tracy Jr.,40636946,RB/FLEX,5800,NYG@PHI 11/05/2025 06:00PM ET,NYG,12.23
WR,Deebo Samuel Sr. (40636990),Deebo Samuel Sr.,40636990,WR/FLEX,5700,WAS@TEN 11/05/2025 08:00PM ET,WAS,12.49
WR,A.J. Brown (40636992),A.J. Brown,40636992,WR/FLEX,5600,NYG@PHI 11/05/2025 06:00PM ET,PHI,11.25
QB,Sam Darnold (40636929),Sam Darnold,40636929,QB,5500,SEA@LAC 11/05/2025 10:00PM ET,SEA,21.06
QB,Russell Wilson (40636930),Russell Wilson,40636930,QB,5400,NYG@PHI 11/05/2025 06:00PM ET,NYG,20.68
RB,Austin Ekeler (40636948),Austin Ekeler,40636948,RB/FLEX,5300,WAS@TEN 11/05/2025 08:00PM ET,WAS,12.59
WR,Jaxon Smith-Njigba (40636994),Jaxon Smith-Njigba,40636994,WR/FLEX,5100,SEA@LAC 11/05/2025 10:00PM ET,SEA,7.99
QB,Cam Ward (40636931),Cam Ward,40636931,QB,5100,WAS@TEN 11/05/2025 08:00PM ET,TEN,13.47
QB,Jalen Milroe (40636934),Jalen Milroe,40636934,QB,5000,SEA@LAC 11/05/2025 10:00PM ET,SEA,0
QB,Trey Lance (40636936),Trey Lance,40636936,QB,5000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0
TE,Tyler Conklin (40637048),Tyler Conklin,40637048,TE/FLEX,5000,SEA@LAC 11/05/2025 10:00PM ET,LAC,12.98
QB,Will Levis (40636932),Will Levis,40636932,QB,5000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
QB,Marcus Mariota (40636933),Marcus Mariota,40636933,QB,5000,WAS@TEN 11/05/2025 08:00PM ET,WAS,0
QB,Sam Howell (40636935),Sam Howell,40636935,QB,5000,NYG@PHI 11/05/2025 06:00PM ET,PHI,0
QB,Jaxson Dart (40636937),Jaxson Dart,40636937,QB,5000,NYG@PHI 11/05/2025 06:00PM ET,NYG,0
WR,Keenan Allen (40636996),Keenan Allen,40636996,WR/FLEX,4900,SEA@LAC 11/05/2025 10:00PM ET,LAC,13.47
TE,Theo Johnson (40637050),Theo Johnson,40637050,TE/FLEX,4900,NYG@PHI 11/05/2025 06:00PM ET,NYG,13.68
WR,Malik Nabers (40636998),Malik Nabers,40636998,WR/FLEX,4800,NYG@PHI 11/05/2025 06:00PM ET,NYG,8.53
WR,Cooper Kupp (40637000),Cooper Kupp,40637000,WR/FLEX,4700,SEA@LAC 11/05/2025 10:00PM ET,SEA,8.66
WR,Calvin Ridley (40637002),Calvin Ridley,40637002,WR/FLEX,4100,WAS@TEN 11/05/2025 08:00PM ET,TEN,6.71
WR,Tory Horton (40637004),Tory Horton,40637004,WR/FLEX,3900,SEA@LAC 11/05/2025 10:00PM ET,SEA,9.44
TE,Dallas Goedert (40637052),Dallas Goedert,40637052,TE/FLEX,3900,NYG@PHI 11/05/2025 06:00PM ET,PHI,11.93
WR,Noah Brown (40637006),Noah Brown,40637006,WR/FLEX,3600,WAS@TEN 11/05/2025 08:00PM ET,WAS,8.77
WR,Quentin Johnston (40637008),Quentin Johnston,40637008,WR/FLEX,3500,SEA@LAC 11/05/2025 10:00PM ET,LAC,11.53
TE,Elijah Arroyo (40637054),Elijah Arroyo,40637054,TE/FLEX,3400,SEA@LAC 11/05/2025 10:00PM ET,SEA,11.19
WR,Jahan Dotson (40637010),Jahan Dotson,40637010,WR/FLEX,3400,NYG@PHI 11/05/2025 06:00PM ET,PHI,8.03
DST,Eagles  (40637084),Eagles ,40637084,DST,3400,NYG@PHI 11/05/2025 06:00PM ET,PHI,3.93
WR,Tyler Lockett (40637012),Tyler Lockett,40637012,WR/FLEX,3300,WAS@TEN 11/05/2025 08:00PM ET,TEN,9.35
TE,Chig Okonkwo (40637056),Chig Okonkwo,40637056,TE/FLEX,3300,WAS@TEN 11/05/2025 08:00PM ET,TEN,11.37
WR,Van Jefferson (40637014),Van Jefferson,40637014,WR/FLEX,3200,WAS@TEN 11/05/2025 08:00PM ET,TEN,6.9
TE,Zach Ertz (40637058),Zach Ertz,40637058,TE/FLEX,3200,WAS@TEN 11/05/2025 08:00PM ET,WAS,6.46
DST,Titans  (40637085),Titans ,40637085,DST,3200,WAS@TEN 11/05/2025 08:00PM ET,TEN,3.25
DST,Chargers  (40637086),Chargers ,40637086,DST,3100,SEA@LAC 11/05/2025 10:00PM ET,LAC,4
RB,Cam Skattebo (40636950),Cam Skattebo,40636950,RB/FLEX,3100,NYG@PHI 11/05/2025 06:00PM ET,NYG,0.23
WR,Wan'Dale Robinson (40637016),Wan'Dale Robinson,40637016,WR/FLEX,3100,NYG@PHI 11/05/2025 06:00PM ET,NYG,5.19
RB,Brady Russell (40636952),Brady Russell,40636952,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,1.24
RB,Najee Harris (40636954),Najee Harris,40636954,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0.86
RB,Zach Charbonnet (40636958),Zach Charbonnet,40636958,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,1.06
RB,Damien Martinez (40636968),Damien Martinez,40636968,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,0
RB,Hassan Haskins (40636972),Hassan Haskins,40636972,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0
RB,Scott Matlock (40636976),Scott Matlock,40636976,RB/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,1.87
WR,Tre' Harris (40637022),Tre' Harris,40637022,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0
WR,Jake Bobo (40637028),Jake Bobo,40637028,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,0
WR,KeAndre Lambert-Smith (40637032),KeAndre Lambert-Smith,40637032,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0
WR,Dareke Young (40637040),Dareke Young,40637040,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,0
WR,Derius Davis (40637042),Derius Davis,40637042,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,LAC,0
WR,Cody White (40637046),Cody White,40637046,WR/FLEX,3000,SEA@LAC 11/05/2025 10:00PM ET,SEA,0
RB,Tyjae Spears (40636956),Tyjae Spears,40636956,RB/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,1.11
RB,Jacory Croskey-Merritt (40636962),Jacory Croskey-Merritt,40636962,RB/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,WAS,0.38
RB,Kalel Mullings (40636970),Kalel Mullings,40636970,RB/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
RB,Chris Rodriguez Jr. (40636974),Chris Rodriguez Jr.,40636974,RB/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,WAS,0
RB,Julius Chestnut (40636980),Julius Chestnut,40636980,RB/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0.56
WR,Jaylin Lane (40637018),Jaylin Lane,40637018,WR/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,WAS,2.22
WR,Elic Ayomanor (40637024),Elic Ayomanor,40637024,WR/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
WR,Chimere Dike (40637034),Chimere Dike,40637034,WR/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
WR,Luke McCaffrey (40637036),Luke McCaffrey,40637036,WR/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,WAS,0
WR,Xavier Restrepo (40637044),Xavier Restrepo,40637044,WR/FLEX,3000,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
DST,Commanders  (40637087),Commanders ,40637087,DST,3000,WAS@TEN 11/05/2025 08:00PM ET,WAS,2.64
RB,A.J. Dillon (40636960),A.J. Dillon,40636960,RB/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,PHI,0.72
RB,Devin Singletary (40636964),Devin Singletary,40636964,RB/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,NYG,0
RB,Will Shipley (40636966),Will Shipley,40636966,RB/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,PHI,0
RB,Chris Manhertz (40636978),Chris Manhertz,40636978,RB/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,NYG,0.29
WR,John Metchie III (40637020),John Metchie III,40637020,WR/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,PHI,0
WR,Jalin Hyatt (40637026),Jalin Hyatt,40637026,WR/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,NYG,0.21
WR,Terrace Marshall (40637030),Terrace Marshall,40637030,WR/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,PHI,0
WR,Bryce Ford-Wheaton (40637038),Bryce Ford-Wheaton,40637038,WR/FLEX,3000,NYG@PHI 11/05/2025 06:00PM ET,NYG,0
DST,Seahawks  (40637088),Seahawks ,40637088,DST,2900,SEA@LAC 11/05/2025 10:00PM ET,SEA,2.54
DST,Giants  (40637089),Giants ,40637089,DST,2800,NYG@PHI 11/05/2025 06:00PM ET,NYG,3.56
TE,Will Dissly (40637060),Will Dissly,40637060,TE/FLEX,2500,SEA@LAC 11/05/2025 10:00PM ET,LAC,1.6
TE,Eric Saubert (40637064),Eric Saubert,40637064,TE/FLEX,2500,SEA@LAC 11/05/2025 10:00PM ET,SEA,0.24
TE,AJ Barner (40637072),AJ Barner,40637072,TE/FLEX,2500,SEA@LAC 11/05/2025 10:00PM ET,SEA,1.39
TE,Oronde Gadsden II (40637080),Oronde Gadsden II,40637080,TE/FLEX,2500,SEA@LAC 11/05/2025 10:00PM ET,LAC,0.21
TE,David Martin-Robinson (40637066),David Martin-Robinson,40637066,TE/FLEX,2500,WAS@TEN 11/05/2025 08:00PM ET,TEN,0.3
TE,Ben Sinnott (40637068),Ben Sinnott,40637068,TE/FLEX,2500,WAS@TEN 11/05/2025 08:00PM ET,WAS,0.14
TE,Gunnar Helm (40637074),Gunnar Helm,40637074,TE/FLEX,2500,WAS@TEN 11/05/2025 08:00PM ET,TEN,0
TE,John Bates (40637076),John Bates,40637076,TE/FLEX,2500,WAS@TEN 11/05/2025 08:00PM ET,WAS,0
TE,Daniel Bellinger (40637062),Daniel Bellinger,40637062,TE/FLEX,2500,NYG@PHI 11/05/2025 06:00PM ET,NYG,0.99
TE,Grant Calcaterra (40637070),Grant Calcaterra,40637070,TE/FLEX,2500,NYG@PHI 11/05/2025 06:00PM ET,PHI,1.6
TE,Kylen Granson (40637078),Kylen Granson,40637078,TE/FLEX,2500,NYG@PHI 11/05/2025 06:00PM ET,PHI,0
TE,Thomas Fidone II (40637082),Thomas Fidone II,40637082,TE/FLEX,2500,NYG@PHI 11/05/2025 06:00PM ET,NYG,0
