Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,James Cook III (40706733),James Cook III,40706733,RB/FLEX,8100,CHI@BUF 11/12/2025 02:00PM ET,BUF,17.22
RB,Breece Hall (40706737),Breece Hall,40706737,RB/FLEX,7600,NE@NYJ 11/12/2025 04:00PM ET,NYJ,17.27
RB,Bucky Irving (40706735),Bucky Irving,40706735,RB/FLEX,7600,TB@HOU 11/12/2025 12:00PM ET,TB,19.22
WR,Mike Evans (40706777),Mike Evans,40706777,WR/FLEX,7300,TB@HOU 11/12/2025 12:00PM ET,TB,16.74
WR,Nico Collins (40706779),Nico Collins,40706779,WR/FLEX,6900,TB@HOU 11/12/2025 12:00PM ET,HOU,17.29
QB,Justin Fields (40706721),Justin Fields,40706721,QB,6800,NE@NYJ 11/12/2025 04:00PM ET,NYJ,21.82
WR,Stefon Diggs (40706781),Stefon Diggs,40706781,WR/FLEX,6800,NE@NYJ 11/12/2025 04:00PM ET,NE,15.91
QB,Josh Allen (40706722),Josh Allen,40706722,QB,6700,CHI@BUF 11/12/2025 02:00PM ET,BUF,23.80
RB,D'Andre Swift (40706739),D'Andre Swift,40706739,RB/FLEX,6700,CHI@BUF 11/12/2025 02:00PM ET,CHI,16.79
WR,Khalil Shakir (40706783),Khalil Shakir,40706783,WR/FLEX,6700,CHI@BUF 11/12/2025 02:00PM ET,BUF,17.12
QB,Caleb Williams (40706723),Caleb Williams,40706723,QB,6600,CHI@BUF 11/12/2025 02:00PM ET,CHI,26.22
QB,Drake Maye (40706724),Drake Maye,40706724,QB,6500,NE@NYJ 11/12/2025 04:00PM ET,NE,22.85
RB,Joe Mixon (40706741),Joe Mixon,40706741,RB/FLEX,6400,TB@HOU 11/12/2025 12:00PM ET,HOU,14.77
WR,Rome Odunze (40706785),Rome Odunze,40706785,WR/FLEX,5900,CHI@BUF 11/12/2025 02:00PM ET,CHI,12.24
QB,Baker Mayfield (40706725),Baker Mayfield,40706725,QB,5900,TB@HOU 11/12/2025 12:00PM ET,TB,21.80
WR,Garrett Wilson (40706787),Garrett Wilson,40706787,WR/FLEX,5400,NE@NYJ 11/12/2025 04:00PM ET,NYJ,11.61
RB,TreVeyon Henderson (40706743),TreVeyon Henderson,40706743,RB/FLEX,5300,NE@NYJ 11/12/2025 04:00PM ET,NE,12.5
QB,C.J. Stroud (40706726),C.J. Stroud,40706726,QB,5300,TB@HOU 11/12/2025 12:00PM ET,HOU,19.58
WR,DJ Moore (40706789),DJ Moore,40706789,WR/FLEX,5100,CHI@BUF 11/12/2025 02:00PM ET,CHI,8.61
QB,Tyrod Taylor (40706727),Tyrod Taylor,40706727,QB,5000,NE@NYJ 11/12/2025 04:00PM ET,NYJ,0
QB,Joshua Dobbs (40706728),Joshua Dobbs,40706728,QB,5000,NE@NYJ 11/12/2025 04:00PM ET,NE,0
QB,Mitchell Trubisky (40706731),Mitchell Trubisky,40706731,QB,5000,CHI@BUF 11/12/2025 02:00PM ET,BUF,0
QB,Case Keenum (40706732),Case Keenum,40706732,QB,5000,CHI@BUF 11/12/2025 02:00PM ET,CHI,0
QB,Teddy Bridgewater (40706729),Teddy Bridgewater,40706729,QB,5000,TB@HOU 11/12/2025 12:00PM ET,TB,0
QB,Davis Mills (40706730),Davis Mills,40706730,QB,5000,TB@HOU 11/12/2025 12:00PM ET,HOU,0
WR,DeMario Douglas (40706791),DeMario Douglas,40706791,WR/FLEX,4700,NE@NYJ 11/12/2025 04:00PM ET,NE,10.48
TE,Dalton Kincaid (40706847),Dalton Kincaid,40706847,TE/FLEX,4700,CHI@BUF 11/12/2025 02:00PM ET,BUF,14.56
TE,Hunter Henry (40706849),Hunter Henry,40706849,TE/FLEX,4500,NE@NYJ 11/12/2025 04:00PM ET,NE,11.79
WR,Chris Godwin Jr. (40706793),Chris Godwin Jr.,40706793,WR/FLEX,4500,TB@HOU 11/12/2025 12:00PM ET,TB,12.22
WR,Christian Kirk (40706795),Christian Kirk,40706795,WR/FLEX,4500,TB@HOU 11/12/2025 12:00PM ET,HOU,11.91
WR,Allen Lazard (40706797),Allen Lazard,40706797,WR/FLEX,4400,NE@NYJ 11/12/2025 04:00PM ET,NYJ,12.94
TE,Cole Kmet (40706851),Cole Kmet,40706851,TE/FLEX,4400,CHI@BUF 11/12/2025 02:00PM ET,CHI,10.98
WR,Emeka Egbuka (40706799),Emeka Egbuka,40706799,WR/FLEX,4100,TB@HOU 11/12/2025 12:00PM ET,TB,10.69
